,Nodo,Conections,DiBC,DiCC,DiDC,BC,CC,DC,state RW,state_RW_UL,state_RWM,state_RWM_UL,MaxOcupation
181,181,"(176, 177)",0.0066111840493697,0.0686461454644511,0.0059523809523809,0.0088421011928703,0.0796837944664031,0.0059523809523809,7,7,0,7,7
182,182,"(178, 179)",0.0178101503315773,0.0667107875579086,0.0059523809523809,0.0087106819746108,0.0803699569446659,0.0059523809523809,5,3,0,0,7
183,183,"(179, 162)",0.0190277471192063,0.069060016442861,0.0079365079365079,0.0109120856153314,0.0803059273422562,0.0079365079365079,68,54,1,0,74
184,184,"(126, 127)",0.0600057878979586,0.0687210253613307,0.0079365079365079,0.0490767197385055,0.081146353244244,0.0079365079365079,12,8,0,12,18
185,185,"(127, 164)",0.0607358372156485,0.070440251572327,0.0079365079365079,0.0505309383940059,0.0816326530612244,0.0079365079365079,11,17,0,6,138
186,186,"(164, 165)",0.0532377635171584,0.0684410646387832,0.0079365079365079,0.0462959355335456,0.0820179007323026,0.0079365079365079,8,8,0,1,8
187,187,"(165, 168)",0.058978484534967,0.0713173906891184,0.0079365079365079,0.0520330671999794,0.083223249669749,0.0079365079365079,13,20,0,9,60
188,188,"(168, 169)",0.045868698429228,0.069078947368421,0.0079365079365079,0.0438546741273454,0.0802547770700636,0.0079365079365079,8,8,0,0,8
189,189,"(169, 172)",0.0483303487670147,0.0692593101552837,0.0079365079365079,0.0510054086837454,0.0799873036026027,0.0079365079365079,55,61,0,25,144
190,190,"(172, 173)",0.0424457663191924,0.0669678448046771,0.0079365079365079,0.0486714172158225,0.0770995869664983,0.0079365079365079,20,20,0,16,20
191,191,"(174, 175)",0.082945359454432,0.0666049953746531,0.0079365079365079,0.0538604676825715,0.0765724703737465,0.0079365079365079,12,16,1,16,16
192,192,"(175, 170)",0.0391797604080178,0.0625,0.0039682539682539,0.0367455573307347,0.0764215314632297,0.0039682539682539,16,33,0,98,150
193,193,"(170, 171)",0.0511904935000745,0.0669678448046771,0.0079365079365079,0.0444827964155913,0.0785658612626656,0.0079365079365079,8,9,0,10,10
194,194,"(171, 166)",0.0411264728619981,0.0628193942415555,0.0039682539682539,0.0404432001854945,0.0780185758513931,0.0039682539682539,15,14,0,4,56
195,195,"(166, 167)",0.0552506834506028,0.069078947368421,0.0079365079365079,0.0490225044356324,0.0787746170678337,0.0079365079365079,11,11,1,10,12
196,196,"(167, 128)",0.0459036167293289,0.0646734248684717,0.0039682539682539,0.0456600184785122,0.0778378378378378,0.0039682539682539,10,4,0,127,134
197,197,"(128, 129)",0.0595087288484423,0.0684410646387832,0.0079365079365079,0.053635205035131,0.0776699029126213,0.0079365079365079,14,13,0,18,18
198,198,"(173, 202)",0.0745086360146002,0.0690978886756238,0.0059523809523809,0.0955711200425795,0.0762135188265537,0.0059523809523809,32,32,0,30,32
199,199,"(202, 203)",0.0779364816392649,0.0666049953746531,0.0079365079365079,0.0933110076626347,0.0721030042918454,0.0079365079365079,9,9,3,10,10
200,200,"(203, 206)",0.0657713770288322,0.0625,0.0039682539682539,0.0813543377557331,0.0684131939731233,0.0039682539682539,21,38,0,23,44
201,201,"(206, 207)",0.0692978373147359,0.0604534005037783,0.0079365079365079,0.0801284009310442,0.0651920838183934,0.0079365079365079,11,12,2,5,12
202,202,"(208, 209)",0.0647276488461521,0.0554211568066857,0.0079365079365079,0.0412431388656311,0.0624225910329452,0.0079365079365079,12,12,2,11,12
203,203,"(209, 204)",0.0612011885602485,0.0525492649358773,0.0039682539682539,0.0414524487534758,0.0653442240373395,0.0039682539682539,42,34,0,37,42
204,204,"(204, 205)",0.0733662931706811,0.0604534005037783,0.0079365079365079,0.0467112503024107,0.0686742062951355,0.0079365079365079,10,10,0,10,10
205,205,"(205, 174)",0.0699384475460164,0.0570522979397781,0.0039682539682539,0.0457736060237143,0.0723618090452261,0.0039682539682539,5,15,0,24,32
206,206,"(207, 210)",0.0573220728538819,0.0570522979397781,0.0039682539682539,0.0696708677081404,0.0622837370242214,0.0039682539682539,216,225,0,2,226
207,207,"(210, 211)",0.0610378732893643,0.0554211568066857,0.0079365079365079,0.0687620314559451,0.0597085653358606,0.0079365079365079,14,14,0,3,14
208,208,"(212, 213)",0.0564676848207805,0.0513552068473609,0.0079365079365079,0.035172639556551,0.0574293527803099,0.0079365079365079,16,16,1,4,16
209,209,"(213, 208)",0.0527518843852981,0.0488798370672097,0.0039682539682539,0.0360365903275492,0.0597935698184838,0.0039682539682539,222,217,0,38,224
210,210,"(175, 172)",0.0417775274758377,0.0624690133862171,0.0059523809523809,0.0181646713958903,0.0772295433650015,0.0059523809523809,9,9,0,0,9
211,211,"(172, 179)",0.0476621099236596,0.0669678448046771,0.0079365079365079,0.0251383443248566,0.0804854679016288,0.0079365079365079,45,54,0,1,78
212,212,"(179, 176)",0.0464445131360306,0.069060016442861,0.0079365079365079,0.0268496862310504,0.0815270139113555,0.0079365079365079,8,8,0,3,8
213,213,"(177, 178)",0.0628799319354008,0.0714488233626311,0.0079365079365079,0.0682094427104904,0.0808080808080808,0.0079365079365079,9,9,0,9,9
214,214,"(178, 173)",0.0430817100332468,0.066746126340882,0.0059523809523809,0.058953461098867,0.0786516853932584,0.0059523809523809,16,11,0,8,78
215,215,"(173, 174)",0.011018840337839,0.069060016442861,0.0059523809523809,0.0072148904453447,0.0764911215662467,0.0059523809523809,10,10,0,10,10
216,216,"(176, 183)",0.0500093102367971,0.0686461454644511,0.0079365079365079,0.0322229678760596,0.0835543766578249,0.0079365079365079,10,15,1,3,129
217,217,"(182, 177)",0.0542806763154544,0.0715909090909091,0.0059523809523809,0.0600504812051792,0.0824607329842932,0.0059523809523809,129,129,0,128,129
218,218,"(120, 134)",0.0153636946273981,0.0688524590163934,0.0039682539682539,0.0105650083963752,0.0835682308074946,0.0039682539682539,83,93,0,0,101
219,219,"(135, 294)",0.0178092443073982,0.0640162580972945,0.0059523809523809,0.0248172744818964,0.0876826722338204,0.0059523809523809,2,3,0,1,66
220,220,"(134, 135)",0.0253579618284247,0.0683204554697031,0.0079365079365079,0.0212663094023489,0.0849199663016006,0.0079365079365079,8,8,0,4,8
221,221,"(297, 136)",0.0128669968097687,0.0643924875431199,0.0059523809523809,0.0064246177541319,0.0796208530805687,0.0059523809523809,26,20,2,1,69
222,222,"(136, 137)",0.0126653345234713,0.0659340659340659,0.0079365079365079,0.010202008020129,0.0807304180682364,0.0079365079365079,8,8,0,1,8
223,223,"(137, 121)",0.020596000715285,0.0641466208476517,0.0079365079365079,0.017968824325236,0.0799873036026027,0.0079365079365079,10,3,0,3,101
224,224,"(135, 136)",0.0055606459504499,0.0639756283320639,0.0059523809523809,0.0057263567537475,0.0820179007323026,0.0059523809523809,7,8,0,0,8
225,225,"(136, 131)",0.0057623082367473,0.0659340659340659,0.0079365079365079,0.006973991965578,0.0811332904056664,0.0079365079365079,19,5,0,0,140
226,226,"(131, 132)",0.0042276105273123,0.0641466208476517,0.0079365079365079,0.0041373272724151,0.0794326241134751,0.0079365079365079,6,4,0,0,7
227,227,"(133, 130)",0.0258246064054074,0.070440251572327,0.0079365079365079,0.0112573868090681,0.0809248554913294,0.0079365079365079,7,5,0,0,7
228,228,"(130, 137)",0.0159368618222637,0.0681818181818181,0.0079365079365079,0.0082406049578172,0.0809638554216867,0.0079365079365079,8,8,0,0,138
229,229,"(137, 134)",0.0080061956304501,0.0641466208476517,0.0059523809523809,0.0042635119975698,0.080846968238691,0.0059523809523809,8,8,0,5,8
230,230,"(132, 127)",0.0123470898662269,0.0687960687960688,0.0079365079365079,0.0094413677094324,0.0796586059743954,0.0079365079365079,4,10,0,6,70
231,231,"(127, 128)",0.0116170405485367,0.070440251572327,0.0059523809523809,0.007071801336125,0.0788979336255479,0.0059523809523809,7,5,0,8,8
232,232,"(129, 126)",0.0058841349108673,0.0640813731722822,0.0059523809523809,0.002531014561562,0.0773955773955774,0.0059523809523809,7,2,0,5,9
233,233,"(126, 133)",0.0147865171029755,0.0687210253613307,0.0079365079365079,0.0074574847842006,0.0801654207094003,0.0079365079365079,8,18,1,1,70
234,234,"(161, 162)",0.0212671845737615,0.070935960591133,0.0079365079365079,0.0137547100090473,0.0824337585868498,0.0079365079365079,9,8,0,2,9
235,235,"(162, 169)",0.0124843118592664,0.0686461454644511,0.0079365079365079,0.0118929745280782,0.0805626598465473,0.0079365079365079,56,65,1,4,68
236,236,"(169, 170)",0.01002266152148,0.0692593101552837,0.0059523809523809,0.0047018320683881,0.0783460282916213,0.0059523809523809,8,8,0,7,8
237,237,"(171, 168)",0.0080759490674997,0.0627880901955898,0.0059523809523809,0.0060890656598362,0.079721607086365,0.0059523809523809,8,7,0,0,8
238,238,"(168, 163)",0.0211857351732386,0.069078947368421,0.0079365079365079,0.0168720755641281,0.0830449826989619,0.0079365079365079,12,19,0,0,69
239,239,"(163, 160)",0.0203618237663962,0.0692593101552837,0.0079365079365079,0.0190539189932533,0.0840420210105052,0.0079365079365079,6,9,0,0,9
240,240,"(157, 158)",0.0272325958008054,0.0729061189064082,0.0079365079365079,0.020853008163803,0.0844645550527903,0.0079365079365079,6,9,0,8,9
241,241,"(158, 165)",0.0178768600358365,0.0710259301014656,0.0079365079365079,0.0150660753387249,0.0826636050516647,0.0079365079365079,10,18,0,17,70
242,242,"(165, 166)",0.012136139018028,0.0713173906891184,0.0059523809523809,0.0079943675481683,0.0801909307875895,0.0059523809523809,4,6,0,7,7
243,243,"(167, 164)",0.0073589951506972,0.0646402462485571,0.0059523809523809,0.0030100864419647,0.0778739184177997,0.0059523809523809,7,7,0,2,7
244,244,"(164, 159)",0.0148570688491875,0.0684410646387832,0.0079365079365079,0.0088743765128523,0.0808599390341729,0.0079365079365079,9,14,0,3,70
245,245,"(159, 156)",0.0238330786257511,0.0713173906891184,0.0079365079365079,0.0121874765250818,0.0818846466287571,0.0079365079365079,5,9,0,5,9
246,246,"(296, 157)",0.0463902828981756,0.0757097791798107,0.0099206349206349,0.0358571301980148,0.0868067516362383,0.0099206349206349,38,15,0,138,138
247,247,"(156, 297)",0.0128669968097687,0.0687960687960688,0.0059523809523809,0.0051586849557447,0.079696394686907,0.0059523809523809,17,8,0,4,140
248,248,"(10, 11)",0.0198595041617265,0.062585371911089,0.0059523809523809,0.0096320621715244,0.0757439134355275,0.0059523809523809,16,14,0,0,20
249,249,"(11, 80)",0.0274800385864359,0.065977222149496,0.0079365079365079,0.0206064285075492,0.0799873036026027,0.0079365079365079,12,8,0,0,530
250,250,"(80, 81)",0.0372881568516686,0.0693928128872366,0.0079365079365079,0.0249640631718944,0.0830449826989619,0.0079365079365079,6,5,0,2,26
251,251,"(82, 83)",0.0252736820210323,0.0704500978473581,0.0079365079365079,0.0300107504030061,0.0813822057161311,0.0079365079365079,7,12,0,1,26
252,252,"(83, 9)",0.0331700169650809,0.0704697986577181,0.0079365079365079,0.0402484792643058,0.07875,0.0079365079365079,14,8,0,530,530
253,253,"(9, 8)",0.0135351534030886,0.0693928128872366,0.0059523809523809,0.0089867429190434,0.0762250453720508,0.0059523809523809,11,15,0,18,18
254,254,"(81, 100)",0.0357661570260976,0.0735229759299781,0.0079365079365079,0.0192548418661454,0.0841823951895774,0.0079365079365079,14,6,0,2,222
255,255,"(103, 82)",0.0275839132121903,0.0707368421052631,0.0059523809523809,0.0277716133122303,0.085163906725245,0.0059523809523809,6,13,0,0,224
256,256,"(89, 90)",0.0039215763619342,0.0618936509885791,0.0059523809523809,0.0053498600382803,0.0789597368008773,0.0059523809523809,9,6,0,4,16
257,257,"(90, 87)",0.0142443822510935,0.0687772925764192,0.0099206349206349,0.0147318972774678,0.0819512195121951,0.0099206349206349,9,9,0,1,26
258,258,"(87, 85)",0.0133815697083605,0.0689560815433027,0.0079365079365079,0.0144587192628913,0.0830176247735134,0.0079365079365079,10,6,0,1,54
259,259,"(85, 81)",0.0432746250443761,0.0748663101604278,0.0099206349206349,0.040001729445744,0.0864049374249957,0.0099206349206349,12,13,0,3,106
260,260,"(80, 84)",0.0208898160545419,0.0694119267318551,0.0079365079365079,0.0122210669285093,0.0800889877641824,0.0079365079365079,12,11,0,2,106
261,261,"(84, 86)",0.0249447757897061,0.0734800991398163,0.0079365079365079,0.0132377404535703,0.0813428018076178,0.0079365079365079,13,10,0,2,56
262,262,"(86, 91)",0.0147088557092817,0.0705092333519865,0.0079365079365079,0.0101047084171746,0.0794451450189155,0.0079365079365079,10,9,0,3,14
263,263,"(91, 88)",0.013951816142245,0.0689938398357289,0.0059523809523809,0.0080551376169602,0.0777897823738231,0.0059523809523809,14,6,0,16,16
264,264,"(87, 96)",0.009110661052581,0.0689560815433027,0.0059523809523809,0.0048434741901434,0.08047261695673,0.0059523809523809,7,1,0,1,222
265,265,"(86, 87)",0.0115548583029412,0.0704697986577181,0.0099206349206349,0.0049873998264147,0.0794701986754966,0.0079365079365079,8,6,0,2,13
266,266,"(87, 86)",0.0013189382225167,0.0689372178908494,0.0079365079365079,0.0010203142712025,0.0778859527121001,0.0059523809523809,1,8,0,0,13
267,267,"(84, 85)",0.0035169744946796,0.0734586794927853,0.0079365079365079,0.0031864964762653,0.0810028929604628,0.0059523809523809,12,12,0,0,13
268,268,"(85, 84)",0.0075719342298439,0.0748440748440748,0.0099206349206349,0.0098048537504542,0.0825552825552825,0.0079365079365079,13,6,0,1,13
269,269,"(7, 88)",0.0354476828986911,0.0586251017796905,0.0039682539682539,0.018250332833019,0.0744240992321323,0.0039682539682539,6,6,0,21,532
270,270,"(88, 89)",0.0513875706115126,0.0659513216435488,0.0079365079365079,0.0319170814329676,0.0782973434829889,0.0079365079365079,17,15,0,24,26
271,271,"(90, 91)",0.0541869231166675,0.0687772925764192,0.0079365079365079,0.0783900382483824,0.0808729139922978,0.0079365079365079,8,8,0,0,28
272,272,"(91, 5)",0.0549439626837043,0.0690127344926742,0.0079365079365079,0.0821722979861313,0.0798605609253684,0.0079365079365079,11,10,0,1,534
273,273,"(99, 98)",0.0356730202930612,0.0734586794927853,0.0079365079365079,0.0468612641243069,0.0891562002476561,0.0079365079365079,7,4,0,0,28
274,274,"(98, 85)",0.0319599435006035,0.0765841057590032,0.0079365079365079,0.0371086882072873,0.0876826722338204,0.0079365079365079,8,8,0,2,220
275,275,"(89, 92)",0.0454779226790019,0.0619240692959823,0.0039682539682539,0.0312275404018474,0.0792826805096743,0.0039682539682539,7,8,1,56,268
276,276,"(92, 93)",0.0726573912192342,0.0687772925764192,0.0079365079365079,0.0520269430765419,0.0818979525511862,0.0079365079365079,19,20,3,23,26
277,277,"(94, 95)",0.0622418172022719,0.071136203246295,0.0079365079365079,0.082208615030311,0.0859774820880245,0.0079365079365079,5,7,0,0,36
278,278,"(95, 90)",0.064509729005827,0.0718870346598202,0.0079365079365079,0.0854094906731171,0.0848056537102473,0.0079365079365079,12,9,0,3,262
279,279,"(93, 94)",0.009732797470656,0.0643760378081491,0.0059523809523809,0.0076203402086018,0.0842950326141495,0.0059523809523809,6,10,0,0,14
280,280,"(94, 97)",0.0214114008706958,0.071136203246295,0.0079365079365079,0.018607754644797,0.0874089490114464,0.0079365079365079,4,10,0,1,196
281,281,"(97, 99)",0.0118262373744748,0.0664732260617251,0.0059523809523809,0.0146412317978331,0.0873332178132039,0.0059523809523809,6,5,0,0,54
282,282,"(99, 101)",0.031313940057691,0.0734372723298849,0.0079365079365079,0.030155244082663,0.0899518115295377,0.0079365079365079,5,4,0,0,108
283,283,"(100, 98)",0.0126474993575959,0.0704500978473581,0.0079365079365079,0.0098617785915284,0.0845779493203557,0.0079365079365079,11,8,0,1,104
284,284,"(98, 96)",0.0163605761500536,0.0766306826820738,0.0059523809523809,0.0146792522428792,0.0862127950735545,0.0059523809523809,5,2,0,0,56
285,285,"(96, 95)",0.027459308773211,0.072,0.0079365079365079,0.0192755254809237,0.0842809364548494,0.0079365079365079,17,10,1,88,170
286,286,"(95, 92)",0.0251913969696559,0.0718870346598202,0.0059523809523809,0.0158845593982188,0.0822588542516729,0.0059523809523809,13,5,1,21,22
287,287,"(101, 102)",0.0242449522688557,0.0765841057590032,0.0059523809523809,0.0227414701684706,0.0878661087866108,0.0059523809523809,7,4,0,1,26
288,288,"(103, 100)",0.0074806452291541,0.070716991721622,0.0059523809523809,0.0033314314492985,0.0836931252075722,0.0059523809523809,7,2,0,0,28
289,289,"(100, 101)",0.0305993028976556,0.0704500978473581,0.0079365079365079,0.0140464469710384,0.0853803150940199,0.0079365079365079,4,7,0,1,28
290,290,"(101, 104)",0.037668290686491,0.0766073871409028,0.0059523809523809,0.0171630614545939,0.0884520884520884,0.0059523809523809,11,5,0,1,22
291,291,"(104, 105)",0.1073032808554204,0.0760639903410805,0.0079365079365079,0.0748670441852083,0.0922401171303074,0.0079365079365079,10,16,0,0,16
292,292,"(106, 107)",0.0076584145918141,0.0718870346598202,0.0079365079365079,0.009779457299351,0.0866277071158473,0.0079365079365079,4,8,0,1,16
293,293,"(107, 102)",0.0108196061724888,0.074074074074074,0.0059523809523809,0.0129382264772327,0.0854092526690391,0.0059523809523809,14,5,0,2,22
294,294,"(102, 103)",0.037052630011921,0.0760639903410805,0.0079365079365079,0.0321603798832034,0.0872878420505715,0.0079365079365079,9,12,0,7,24
295,295,"(105, 106)",0.0083447327897294,0.070716991721622,0.0059523809523809,0.0125143782506838,0.088560885608856,0.0059523809523809,4,3,1,0,13
296,296,"(106, 109)",0.0456189316201571,0.0719280719280719,0.0079365079365079,0.0622534578833873,0.0877895836962201,0.0079365079365079,6,3,1,0,68
297,297,"(108, 107)",0.0708081101790275,0.0712770470937632,0.0079365079365079,0.0559016399784524,0.0883280757097791,0.0079365079365079,11,10,2,1,68
298,298,"(107, 104)",0.0676469185983528,0.0740523067881281,0.0059523809523809,0.0496030920514707,0.0889516413695728,0.0059523809523809,9,13,0,0,14
299,299,"(105, 138)",0.0969704764951144,0.0707368421052631,0.0059523809523809,0.0709648547624313,0.0932642487046632,0.0059523809523809,5,9,0,0,138
300,300,"(138, 140)",0.0663621659379257,0.0718870346598202,0.0079365079365079,0.0560137757915661,0.0924092409240924,0.0079365079365079,6,13,0,2,54
301,301,"(141, 139)",0.060122229692872,0.0739436619718309,0.0079365079365079,0.0703161328708662,0.0920379839298758,0.0079365079365079,6,12,0,16,52
302,302,"(139, 106)",0.0449326134222418,0.0689183645562696,0.0059523809523809,0.0596838111193681,0.0901771336553945,0.0059523809523809,10,7,0,2,136
303,303,"(97, 142)",0.0075970919256444,0.0664381755866069,0.0059523809523809,0.0076292150420876,0.0869415214766258,0.0059523809523809,4,2,1,1,180
304,304,"(143, 99)",0.0551607229762773,0.0773955773955774,0.0079365079365079,0.0638392276315223,0.0917698470502549,0.0079365079365079,5,7,0,1,178
305,305,"(142, 144)",0.0245373144004389,0.0733731256369194,0.0079365079365079,0.0195728044692581,0.0887323943661971,0.0079365079365079,2,2,0,0,56
306,306,"(145, 143)",0.0579593165587391,0.0736088798013728,0.0079365079365079,0.0612213637226504,0.0920211794778163,0.0079365079365079,4,2,0,0,54
307,307,"(144, 150)",0.025463064281345,0.0728955741972808,0.0079365079365079,0.0256483522202303,0.0890302066772655,0.0079365079365079,9,9,0,1,306
308,308,"(150, 152)",0.015292639989104,0.0679978413383702,0.0039682539682539,0.0178157030522007,0.086881572142734,0.0039682539682539,2,10,0,0,66
309,309,"(153, 151)",0.075972967702971,0.0761674474837539,0.0079365079365079,0.0608817025018127,0.0919540229885057,0.0079365079365079,6,4,0,0,66
310,310,"(151, 145)",0.0670574944501587,0.0730223123732251,0.0079365079365079,0.059436921874273,0.0923415170392085,0.0079365079365079,3,8,0,2,314
311,311,"(93, 146)",0.0609365221780018,0.0644089456869009,0.0039682539682539,0.0494086024779056,0.0825958702064896,0.0039682539682539,4,8,0,3,309
312,312,"(146, 148)",0.0886875769478959,0.071136203246295,0.0079365079365079,0.093664912664458,0.0851782998140949,0.0079365079365079,19,17,0,4,87
313,313,"(149, 147)",0.0700151774367197,0.0704008939796061,0.0079365079365079,0.077763768626104,0.0881272949816401,0.0079365079365079,12,8,0,1,84
314,314,"(147, 94)",0.0739204206023117,0.0728744939271255,0.0079365079365079,0.0859695294005286,0.0886231756637946,0.0079365079365079,4,12,0,1,300
315,315,"(143, 142)",0.0466084488397041,0.0773718145532698,0.0079365079365079,0.0418607576023272,0.0918367346938775,0.0079365079365079,8,7,0,1,48
316,316,"(142, 147)",0.0296682263649095,0.0733731256369194,0.0079365079365079,0.0353510067676705,0.0892193308550185,0.0079365079365079,6,4,0,0,462
317,317,"(147, 146)",0.0257629831993175,0.0728744939271255,0.0059523809523809,0.0313554509791249,0.086021505376344,0.0059523809523809,7,5,0,0,27
318,318,"(148, 149)",0.0096410827050796,0.0664381755866069,0.0059523809523809,0.0162642751009814,0.0871670702179176,0.0059523809523809,6,7,0,0,27
319,319,"(139, 138)",0.0132015447000536,0.068880688806888,0.0059523809523809,0.017031352174882,0.0915365056302215,0.0059523809523809,4,2,0,1,39
320,320,"(138, 143)",0.0438098552572423,0.0719075474390069,0.0079365079365079,0.0418252039305895,0.0922907892327412,0.0079365079365079,6,6,0,0,162
321,321,"(149, 144)",0.0417968303352426,0.0704304080491894,0.0079365079365079,0.0393300970343787,0.0902740462117141,0.0079365079365079,15,10,0,0,447
322,322,"(144, 145)",0.0408710804543365,0.0728744939271255,0.0079365079365079,0.0398877961523641,0.0923415170392085,0.0079365079365079,5,4,0,1,45
323,323,"(145, 140)",0.049969258345756,0.0736303871439006,0.0079365079365079,0.0460146325519182,0.0930404282813365,0.0079365079365079,10,4,0,0,162
324,324,"(140, 141)",0.0456633480620222,0.0773718145532698,0.0059523809523809,0.041195724667013,0.0913871260199456,0.0059523809523809,10,6,0,0,39
325,325,"(140, 293)",0.0706680762216595,0.0773955773955774,0.0079365079365079,0.0675353223446639,0.093143596377749,0.0079365079365079,5,7,0,0,342
326,326,"(293, 154)",0.0599610097267013,0.0761329305135951,0.0079365079365079,0.0620728260537509,0.0911392405063291,0.0079365079365079,3,9,1,0,60
327,327,"(155, 298)",0.0112588846110393,0.0728534258456201,0.0059523809523809,0.0117930974535246,0.0834437086092715,0.0059523809523809,14,18,0,33,42
328,328,"(294, 141)",0.0124708100602732,0.0712468193384223,0.0059523809523809,0.0233569025218263,0.0895363297210872,0.0059523809523809,4,4,1,0,334
329,329,"(150, 151)",0.0081823527216644,0.0679886685552408,0.0059523809523809,0.0091828662715399,0.0902417188898836,0.0059523809523809,3,4,0,0,32
330,330,"(151, 293)",0.0170978259744767,0.0730011587485515,0.0079365079365079,0.0146583685895332,0.0902578796561604,0.0079365079365079,6,2,0,0,112
331,331,"(293, 295)",0.0278048924694349,0.0761674474837539,0.0079365079365079,0.0208905585178955,0.0896956753870795,0.0079365079365079,8,3,0,0,24
332,332,"(295, 296)",0.0209256464038781,0.0708561788274989,0.0039682539682539,0.0122039952857685,0.0864939076711858,0.0039682539682539,3,2,0,0,7
333,333,"(294, 296)",0.0102296087421051,0.0712770470937632,0.0059523809523809,0.0205675301745373,0.0872878420505715,0.0059523809523809,5,3,0,0,12
334,334,"(298, 296)",0.0112588846110393,0.067942841736317,0.0039682539682539,0.0081539032679549,0.0831134564643799,0.0039682539682539,8,10,0,8,10
335,335,"(295, 294)",0.0048911744949802,0.0708362614195362,0.0059523809523809,0.0116331948782546,0.0892193308550185,0.0059523809523809,2,3,0,0,8
336,336,"(154, 153)",0.0598842049880349,0.0785046728971962,0.0079365079365079,0.047944973261653,0.0915198837842745,0.0079365079365079,8,6,0,0,102
337,337,"(153, 152)",0.0242672503766653,0.0761904761904762,0.0059523809523809,0.0215204137393722,0.0885142255005268,0.0059523809523809,5,7,0,0,32
338,338,"(155, 154)",0.0663899695827657,0.0728639583634523,0.0079365079365079,0.0597278640590685,0.0888732146005995,0.0079365079365079,6,10,0,0,26
339,339,"(155, 161)",0.0139153629637391,0.0728428963723081,0.0079365079365079,0.0142297311173819,0.0841542828518951,0.0079365079365079,13,12,1,0,140
340,340,"(160, 155)",0.0507072455666605,0.0710359408033826,0.0099206349206349,0.0501455081480561,0.0866277071158473,0.0099206349206349,13,18,0,5,140
341,341,"(154, 180)",0.066466774321432,0.0785291368027422,0.0079365079365079,0.0668240203188853,0.0911887099692419,0.0079365079365079,8,10,0,1,150
342,342,"(180, 181)",0.0476344537051722,0.0770053475935828,0.0079365079365079,0.043794554790626,0.0880349344978165,0.0079365079365079,16,15,0,0,16
343,343,"(182, 183)",0.0502338956270777,0.0715502555366269,0.0079365079365079,0.0345669232820136,0.0842386762493732,0.0079365079365079,15,10,0,9,16
344,344,"(183, 155)",0.0428450431614601,0.0714488233626311,0.0099206349206349,0.0400436807952704,0.086094977792962,0.0099206349206349,9,14,1,13,152
345,345,"(152, 184)",0.0415479619363459,0.0730646564221513,0.0079365079365079,0.0525002765359606,0.0879888268156424,0.0079365079365079,16,8,0,8,152
346,346,"(184, 185)",0.0488463963009547,0.0717437722419928,0.0079365079365079,0.0759907322017173,0.0851063829787234,0.0079365079365079,11,9,0,2,16
347,347,"(186, 187)",0.0328712795237177,0.0672987047669915,0.0079365079365079,0.0264367895711474,0.0877742946708464,0.0079365079365079,6,5,0,0,18
348,348,"(187, 153)",0.0403560130916014,0.0749888409462877,0.0079365079365079,0.0359808578868883,0.0899839314408141,0.0079365079365079,6,8,0,7,154
349,349,"(185, 186)",0.0423366797201172,0.0703517587939698,0.0079365079365079,0.0448693206917502,0.0859188544152744,0.0079365079365079,6,6,0,2,17
350,350,"(186, 181)",0.0305326317023988,0.0672987047669915,0.0079365079365079,0.0323718798553982,0.0838881491344873,0.0079365079365079,17,18,1,0,29
351,351,"(181, 182)",0.0538750647121779,0.0749665327978581,0.0079365079365079,0.0536989255445365,0.0855687606112054,0.0079365079365079,14,15,0,13,15
352,352,"(183, 180)",0.0573981627024147,0.0714488233626311,0.0079365079365079,0.0321902157524976,0.0866128200721773,0.0079365079365079,11,15,0,2,15
353,353,"(180, 187)",0.0762304833186746,0.077028885832187,0.0079365079365079,0.0508859652598005,0.090354965937612,0.0079365079365079,12,10,0,0,32
354,354,"(187, 184)",0.0687457497507909,0.0749665327978581,0.0079365079365079,0.0570160448039639,0.0885764499121265,0.0079365079365079,9,10,1,0,16
355,355,"(148, 196)",0.0770584226722397,0.0664819944598338,0.0039682539682539,0.0893393435895684,0.0835405271009448,0.0039682539682539,8,4,0,2,496
356,356,"(196, 197)",0.1063563877164415,0.0711261642675698,0.0079365079365079,0.1035586079950526,0.0828130134735458,0.0079365079365079,16,12,1,0,22
357,357,"(197, 274)",0.074109969810765,0.0664732260617251,0.0039682539682539,0.0901399240092825,0.0782122905027933,0.0039682539682539,28,12,0,0,116
358,358,"(274, 275)",0.0798690660271177,0.0655993752440453,0.0079365079365079,0.0921139562049493,0.0742049469964664,0.0079365079365079,16,15,0,7,16
359,359,"(275, 278)",0.0648244133085088,0.0616740088105726,0.0039682539682539,0.0829971940292451,0.0705190989226248,0.0039682539682539,10,11,0,0,68
360,360,"(277, 276)",0.0792911747203852,0.0401913875598086,0.0039682539682539,0.0535579253634946,0.0708960472640315,0.0039682539682539,36,8,0,11,68
361,361,"(276, 273)",0.0943358274389942,0.0605114659623004,0.0079365079365079,0.0635074737947884,0.0747552654998516,0.0079365079365079,16,16,0,16,16
362,362,"(273, 200)",0.0885767312226415,0.0571104815864022,0.0059523809523809,0.0638494152558893,0.078823897403816,0.0059523809523809,7,4,0,0,46
363,363,"(200, 198)",0.0617189718829877,0.0540714515609913,0.0059523809523809,0.0364229424265624,0.0813034360380706,0.0059523809523809,1,2,0,0,78
364,364,"(198, 201)",0.0680335031543258,0.0649149922720247,0.0079365079365079,0.0410142216883435,0.0836514522821576,0.0079365079365079,2,4,0,0,18
