,Nodo,Conections,DiBC,DiCC,DiDC,BC,CC,DC,state RW,state_RW_UL,state_RWM,state_RWM_UL,MaxOcupation
31,31,"(17, 20)",0.0141009432821062,0.0576791027695124,0.0079365079365079,0.0096244563699052,0.0660031430068098,0.0079365079365079,60,66,1,174,178
32,32,"(23, 18)",0.0046621630759659,0.0588853838065194,0.0039682539682539,0.0044828192954957,0.0626865671641791,0.0039682539682539,176,160,0,173,178
33,33,"(18, 19)",0.0108549759643199,0.0581449007844946,0.0059523809523809,0.0036464252305233,0.0617344439000489,0.0059523809523809,16,16,1,16,16
34,34,"(20, 21)",0.0130611793234271,0.0581449007844946,0.0079365079365079,0.0102790724751154,0.06667548617542,0.0079365079365079,18,18,1,18,18
35,35,"(22, 23)",0.0196098822785132,0.0625155048375093,0.0079365079365079,0.0155304022781644,0.0665522250099036,0.0079365079365079,14,14,0,14,14
36,36,"(25, 26)",0.0289289328754159,0.0667372881355932,0.0079365079365079,0.0484867834339188,0.0742815033161385,0.0079365079365079,16,15,0,16,16
37,37,"(26, 21)",0.0219754329582693,0.0652934317916828,0.0079365079365079,0.0324378623480498,0.0719897157548921,0.0079365079365079,112,111,0,112,112
38,38,"(23, 20)",0.0129596476319708,0.058857876912297,0.0059523809523809,0.0036612524066802,0.0650154798761609,0.0059523809523809,11,17,0,0,18
39,39,"(20, 27)",0.0139994115906498,0.0581449007844946,0.0079365079365079,0.0064203434799157,0.0661938534278959,0.0079365079365079,81,109,0,112,112
40,40,"(27, 24)",0.0272203197703765,0.0617344439000489,0.0079365079365079,0.0087678524291031,0.0683111954459203,0.0079365079365079,14,14,1,14,14
41,41,"(21, 22)",0.0052459652857267,0.0617344439000489,0.0059523809523809,0.0089499467087901,0.0684503599076463,0.0059523809523809,18,18,0,18,18
42,42,"(21, 32)",0.0297906469959699,0.0617344439000489,0.0079365079365079,0.027771761235175,0.0707865168539325,0.0079365079365079,130,130,1,126,130
43,43,"(32, 33)",0.0360149847004744,0.0625155048375093,0.0079365079365079,0.0279927071823266,0.0705684682161859,0.0079365079365079,15,16,1,12,16
44,44,"(34, 35)",0.020623065245805,0.0616664627431787,0.0079365079365079,0.0165068873905184,0.0658995815899581,0.0079365079365079,16,16,0,15,16
45,45,"(35, 22)",0.0123758454222101,0.0584009269988412,0.0059523809523809,0.0130946608632093,0.0658565268522148,0.0059523809523809,93,92,0,129,132
46,46,"(29, 30)",0.0131228645463901,0.0613138686131386,0.0059523809523809,0.0112322139945836,0.0714184497661895,0.0059523809523809,5,8,0,3,8
47,47,"(30, 33)",0.018023925702582,0.0638055450056969,0.0079365079365079,0.014695555484427,0.0710059171597633,0.0079365079365079,49,51,0,50,58
48,48,"(33, 34)",0.0180163944537927,0.0609579100145137,0.0079365079365079,0.0165647644077683,0.0678422398707766,0.0079365079365079,10,10,0,9,10
49,49,"(34, 37)",0.0216908188653801,0.061681556725003,0.0079365079365079,0.0204290530635151,0.0656934306569343,0.0079365079365079,51,51,1,51,51
50,50,"(37, 38)",0.0078765877899646,0.0583738707435719,0.0059523809523809,0.00560444755448,0.061832903938167,0.0059523809523809,8,8,0,8,8
51,51,"(39, 36)",0.0127848742766379,0.0528523489932885,0.0059523809523809,0.007503545385272,0.0603520536462699,0.0059523809523809,6,6,0,2,7
52,52,"(36, 35)",0.0100433866941961,0.0502342270507325,0.0059523809523809,0.0106332610978127,0.0635240736072599,0.0059523809523809,7,3,0,27,52
53,53,"(35, 32)",0.0182906065177909,0.0583738707435719,0.0079365079365079,0.0154812253056528,0.067316682249232,0.0079365079365079,8,8,0,8,8
54,54,"(32, 31)",0.0120662688132866,0.0625155048375093,0.0079365079365079,0.0123576844031702,0.0684410646387832,0.0079365079365079,57,57,1,58,58
55,55,"(31, 28)",0.0076172167161942,0.0609579100145137,0.0059523809523809,0.0046687242287498,0.0697867626696206,0.0059523809523809,8,8,0,5,8
