Nodo,Conections,DiBC,DiCC,DiDC,BC,CC,DC
187,"(30, 972)",0.03889806512491861,0.025762624967956935,0.0024875621890547263,0.036149241095470304,0.02916072248954228,0.0024875621890547263
188,"(972, 973)",0.03889806512491861,0.025121336471764535,0.001658374792703151,0.035560078022240066,0.028958363348220717,0.001658374792703151
189,"(973, 33)",0.03889806512491861,0.02451119873175887,0.0024875621890547263,0.035737864576160135,0.028787625617644953,0.0024875621890547263
190,"(33, 34)",0.014765959401805022,0.02542533679084182,0.003316749585406302,0.01650566465702,0.02824752892678128,0.003316749585406302
191,"(34, 395)",0.015941729801889584,0.025653024759635837,0.0024875621890547263,0.016452720883801942,0.027890196803959204,0.0024875621890547263
192,"(395, 394)",0.015941729801889584,0.025017113697180907,0.001658374792703151,0.013982062893178363,0.02722224730260485,0.001658374792703151
193,"(394, 37)",0.015941729801889584,0.02441196712683697,0.0024875621890547263,0.012616158956626787,0.026613704071499503,0.0024875621890547263
194,"(37, 38)",0.0051444024689828866,0.024025340159770505,0.0024875621890547263,0.003179538608787495,0.02597682333175376,0.0024875621890547263
195,"(36, 397)",0.011708401285412496,0.022562298884980916,0.001658374792703151,0.007352526189801092,0.026236783709698473,0.001658374792703151
196,"(39, 36)",0.013304845069259512,0.023078247890234802,0.0024875621890547263,0.006144671350661352,0.02567541674650316,0.0024875621890547263
197,"(397, 396)",0.011708401285412496,0.022068915036507035,0.001658374792703151,0.008749774945692337,0.02682802037683803,0.001658374792703151
198,"(396, 35)",0.011708401285412496,0.02159664768453852,0.0024875621890547263,0.011426081032917352,0.02745401566199235,0.0024875621890547263
199,"(35, 32)",0.04436267257534359,0.025102512332701953,0.003316749585406302,0.025975998765453246,0.028132216753364903,0.003316749585406302
200,"(32, 398)",0.04845537838044179,0.024766403121470378,0.0024875621890547263,0.03998691548885679,0.028321826123714245,0.0024875621890547263
201,"(398, 399)",0.04845537838044178,0.024173180998196032,0.001658374792703151,0.04001921717742724,0.028503226111413107,0.001658374792703151
202,"(399, 31)",0.04845537838044178,0.023607712635803073,0.0024875621890547263,0.041742747477277665,0.02871565312633935,0.0024875621890547263
203,"(31, 28)",0.036198772979599135,0.025701681478166358,0.0024875621890547263,0.0265067016220888,0.028885535675792197,0.0024875621890547263
204,"(36, 37)",0.0007665682651748175,0.02255892255892256,0.0024875621890547263,0.000621034658292515,0.025463989358332804,0.0024875621890547263
205,"(37, 400)",0.011563895598081516,0.024030127323808954,0.0024875621890547263,0.007194810001818146,0.026029526029526028,0.0024875621890547263
206,"(400, 401)",0.011563895598081516,0.02347216815881666,0.001658374792703151,0.006316090558979238,0.025771433455850926,0.001658374792703151
207,"(404, 403)",0.007330567081604426,0.022917300091213136,0.001658374792703151,0.005667424147995362,0.025159594442358244,0.001658374792703151
208,"(403, 38)",0.007330567081604426,0.022409275879368973,0.001658374792703151,0.005451864559452817,0.02494725083778081,0.001658374792703151
209,"(38, 39)",0.013304845069259512,0.023622047244094488,0.0024875621890547263,0.006522895920592637,0.025486591009953718,0.0024875621890547263
210,"(410, 411)",0.050341554429001005,0.020472253815206506,0.001658374792703151,0.024138434429167795,0.028157833294419798,0.001658374792703151
211,"(411, 412)",0.050341554429001005,0.020071899340922707,0.001658374792703151,0.02520696089683961,0.02868150684931507,0.001658374792703151
212,"(412, 413)",0.050341554429001005,0.019686903148925055,0.001658374792703151,0.026304411737276802,0.029236363636363637,0.001658374792703151
