Nodo,conecciones,Betweenness_nx,Betweenness_streets,Closeness_streets,Degree_streets
184,"(31, 387)",0.03317,0.03146,0.02571,0.00249
185,"(387, 386)",0.03317,0.03146,0.02507,0.00166
186,"(29, 30)",0.02649,0.02553,0.02471,0.00249
187,"(30, 972)",0.04056,0.0389,0.02576,0.00249
188,"(972, 973)",0.04056,0.0389,0.02512,0.00166
189,"(973, 33)",0.04056,0.0389,0.02451,0.00249
190,"(33, 34)",0.01475,0.01477,0.02543,0.00332
191,"(34, 395)",0.01634,0.01594,0.02565,0.00249
192,"(395, 394)",0.01634,0.01594,0.02502,0.00166
193,"(394, 37)",0.01634,0.01594,0.02441,0.00249
194,"(37, 38)",0.00513,0.00514,0.02403,0.00249
195,"(36, 397)",0.01242,0.01171,0.02256,0.00166
196,"(39, 36)",0.01317,0.0133,0.02308,0.00249
197,"(397, 396)",0.01242,0.01171,0.02207,0.00166
198,"(396, 35)",0.01242,0.01171,0.0216,0.00249
199,"(35, 32)",0.04514,0.04436,0.0251,0.00332
200,"(32, 398)",0.04975,0.04846,0.02477,0.00249
201,"(398, 399)",0.04975,0.04846,0.02417,0.00166
202,"(399, 31)",0.04975,0.04846,0.02361,0.00249
203,"(31, 28)",0.03715,0.0362,0.0257,0.00249
204,"(36, 37)",0.00076,0.00077,0.02256,0.00249
205,"(37, 400)",0.01197,0.01156,0.02403,0.00249
206,"(400, 401)",0.01197,0.01156,0.02347,0.00166
207,"(404, 403)",0.00804,0.00733,0.02292,0.00166
208,"(403, 38)",0.00804,0.00733,0.02241,0.00166
209,"(38, 39)",0.01317,0.0133,0.02362,0.00249
210,"(410, 411)",0.05504,0.05034,0.02047,0.00166
211,"(411, 412)",0.05504,0.05034,0.02007,0.00166
212,"(412, 413)",0.05504,0.05034,0.01969,0.00166
213,"(413, 414)",0.05504,0.05034,0.01932,0.00166
214,"(414, 415)",0.05504,0.05034,0.01896,0.00166
215,"(415, 426)",0.05504,0.05034,0.01862,0.00166
216,"(426, 427)",0.05504,0.05034,0.01828,0.00166
217,"(427, 88)",0.05504,0.05034,0.01796,0.00166
218,"(88, 89)",0.08435,0.08032,0.02966,0.00332
219,"(89, 589)",0.04421,0.04123,0.02882,0.00166
220,"(589, 590)",0.04421,0.04123,0.02802,0.00166
221,"(594, 593)",0.04712,0.04426,0.02707,0.00166
222,"(593, 90)",0.04712,0.04426,0.02636,0.00249
223,"(90, 91)",0.02584,0.0235,0.0288,0.00332
224,"(91, 429)",0.06964,0.06347,0.03029,0.00249
225,"(429, 428)",0.06964,0.06347,0.02942,0.00166
226,"(428, 425)",0.06964,0.06347,0.0286,0.00166
227,"(425, 424)",0.06964,0.06347,0.02782,0.00166
228,"(424, 423)",0.06964,0.06347,0.02709,0.00166
229,"(423, 422)",0.06964,0.06347,0.02639,0.00166
230,"(422, 421)",0.06964,0.06347,0.02573,0.00166
231,"(421, 420)",0.06964,0.06347,0.0251,0.00166
232,"(939, 938)",0.01994,0.01678,0.0187,0.00166
233,"(938, 588)",0.01994,0.01678,0.01837,0.00166
234,"(588, 587)",0.01994,0.01678,0.01805,0.00166
235,"(587, 586)",0.01994,0.01678,0.01774,0.00166
236,"(586, 461)",0.01994,0.01678,0.01744,0.00166
237,"(461, 460)",0.01994,0.01678,0.01715,0.00166
238,"(460, 459)",0.01994,0.01678,0.01687,0.00166
239,"(459, 458)",0.01994,0.01678,0.0166,0.00166
240,"(458, 80)",0.01994,0.01678,0.01634,0.00249
241,"(83, 462)",0.03254,0.02994,0.03114,0.00249
242,"(462, 463)",0.03254,0.02994,0.03023,0.00166
243,"(463, 464)",0.03254,0.02994,0.02937,0.00166
244,"(464, 465)",0.03254,0.02994,0.02856,0.00166
245,"(465, 583)",0.03254,0.02994,0.02779,0.00166
246,"(583, 584)",0.03254,0.02994,0.02707,0.00166
247,"(584, 585)",0.03254,0.02994,0.02638,0.00166
248,"(585, 958)",0.03254,0.02994,0.02572,0.00166
249,"(496, 497)",0.04958,0.04802,0.02366,0.00166
250,"(497, 498)",0.04958,0.04802,0.02313,0.00166
251,"(498, 499)",0.04958,0.04802,0.02261,0.00166
252,"(499, 500)",0.04958,0.04802,0.02212,0.00166
253,"(500, 501)",0.04958,0.04802,0.02165,0.00166
254,"(501, 64)",0.04958,0.04802,0.0212,0.00249
255,"(64, 65)",0.05652,0.05685,0.02941,0.00332
256,"(65, 526)",0.05912,0.05936,0.0302,0.00249
257,"(526, 527)",0.05912,0.05936,0.02933,0.00166
258,"(527, 68)",0.05912,0.05936,0.0285,0.00166
259,"(68, 69)",0.09158,0.09497,0.03047,0.00332
260,"(69, 557)",0.08654,0.08888,0.02958,0.00166
261,"(557, 558)",0.08654,0.08888,0.02873,0.00166
262,"(558, 112)",0.08654,0.08888,0.02794,0.00249
263,"(112, 113)",0.06133,0.06291,0.03132,0.00332
264,"(113, 682)",0.07164,0.07226,0.03189,0.00249
265,"(682, 683)",0.07164,0.07226,0.03092,0.00166
266,"(687, 686)",0.07462,0.0754,0.02643,0.00166
267,"(686, 114)",0.07462,0.0754,0.02576,0.00166
268,"(114, 115)",0.10247,0.10493,0.03184,0.00332
269,"(115, 556)",0.0813,0.08318,0.03086,0.00166
270,"(556, 555)",0.0813,0.08318,0.02995,0.00166
271,"(555, 70)",0.0813,0.08318,0.02908,0.00249
272,"(70, 71)",0.06144,0.06266,0.03083,0.00332
273,"(71, 525)",0.06052,0.06097,0.03021,0.00249
274,"(525, 524)",0.06052,0.06097,0.02933,0.00166
275,"(524, 66)",0.06052,0.06097,0.0285,0.00249
276,"(66, 67)",0.06426,0.06447,0.03032,0.00332
277,"(67, 493)",0.05203,0.05111,0.02966,0.00249
278,"(493, 492)",0.05203,0.05111,0.02882,0.00166
279,"(492, 491)",0.05203,0.05111,0.02803,0.00166
280,"(491, 490)",0.05203,0.05111,0.02728,0.00166
281,"(490, 489)",0.05203,0.05111,0.02657,0.00166
282,"(489, 488)",0.05203,0.05111,0.0259,0.00166
283,"(401, 402)",0.01197,0.01156,0.02294,0.00166
284,"(402, 40)",0.01197,0.01156,0.02243,0.00166
285,"(40, 41)",0.02541,0.0257,0.02385,0.00332
286,"(41, 502)",0.01999,0.01958,0.0233,0.00166
287,"(502, 503)",0.01999,0.01958,0.02278,0.00166
288,"(503, 504)",0.01999,0.01958,0.02228,0.00166
289,"(504, 505)",0.01999,0.01958,0.0218,0.00166
290,"(505, 506)",0.01999,0.01958,0.02134,0.00166
291,"(506, 48)",0.01999,0.01958,0.0209,0.00249
292,"(48, 49)",0.01093,0.0114,0.0265,0.00332
293,"(49, 520)",0.016,0.01642,0.02825,0.00249
294,"(520, 521)",0.016,0.01642,0.02749,0.00166
295,"(521, 60)",0.016,0.01642,0.02676,0.00249
296,"(60, 61)",0.00229,0.00237,0.02764,0.00249
297,"(62, 63)",0.01725,0.01827,0.02797,0.00249
298,"(63, 523)",0.01331,0.01342,0.02732,0.00249
299,"(523, 522)",0.01331,0.01342,0.0266,0.00166
300,"(522, 50)",0.01331,0.01342,0.02592,0.00249
301,"(50, 51)",0.02938,0.03008,0.02754,0.00332
302,"(51, 511)",0.0208,0.02016,0.02689,0.00249
303,"(511, 510)",0.0208,0.02016,0.02619,0.00166
304,"(510, 509)",0.0208,0.02016,0.02553,0.00166
305,"(509, 508)",0.0208,0.02016,0.02491,0.00166
306,"(508, 507)",0.0208,0.02016,0.02431,0.00166
307,"(507, 42)",0.0208,0.02016,0.02374,0.00249
308,"(42, 43)",0.01625,0.01602,0.02456,0.00332
309,"(43, 405)",0.00804,0.00733,0.02401,0.00249
310,"(405, 404)",0.00804,0.00733,0.02345,0.00166
311,"(89, 90)",0.04014,0.03825,0.02881,0.00249
312,"(90, 87)",0.06142,0.05901,0.0288,0.00332
313,"(87, 85)",0.03905,0.03789,0.03027,0.00332
314,"(85, 433)",0.06204,0.06066,0.03111,0.00249
315,"(433, 432)",0.06204,0.06066,0.03018,0.00166
316,"(432, 81)",0.06204,0.06066,0.0293,0.00249
317,"(81, 82)",0.06772,0.06578,0.0312,0.00332
318,"(82, 452)",0.06643,0.06499,0.03093,0.00249
319,"(452, 453)",0.06643,0.06499,0.03001,0.00166
320,"(453, 454)",0.06643,0.06499,0.02914,0.00166
321,"(454, 77)",0.06643,0.06499,0.02833,0.00249
322,"(77, 78)",0.04965,0.05029,0.03117,0.00332
323,"(78, 73)",0.06918,0.06903,0.03134,0.00249
324,"(73, 74)",0.07619,0.07662,0.03137,0.00332
325,"(74, 554)",0.04451,0.04477,0.03042,0.00166
326,"(554, 553)",0.04451,0.04477,0.02953,0.00166
327,"(553, 552)",0.04451,0.04477,0.02869,0.00166
328,"(552, 65)",0.04451,0.04477,0.0279,0.00249
329,"(65, 66)",0.04192,0.04227,0.0302,0.00332
330,"(66, 515)",0.03817,0.03877,0.03033,0.00249
331,"(515, 514)",0.03817,0.03877,0.02944,0.00166
332,"(514, 49)",0.03817,0.03877,0.02861,0.00249
333,"(49, 50)",0.0331,0.03374,0.02825,0.00332
334,"(50, 519)",0.01703,0.01708,0.02755,0.00249
335,"(519, 518)",0.01703,0.01708,0.02681,0.00166
336,"(518, 53)",0.01703,0.01708,0.02612,0.00249
337,"(53, 54)",0.012,0.01208,0.02559,0.00249
338,"(55, 52)",0.00795,0.00846,0.02438,0.00249
339,"(52, 516)",0.01782,0.01758,0.0241,0.00249
340,"(516, 517)",0.01782,0.01758,0.02353,0.00166
341,"(517, 51)",0.01782,0.01758,0.023,0.00249
342,"(51, 48)",0.02639,0.0275,0.02688,0.00332
343,"(48, 512)",0.03545,0.03569,0.02651,0.00249
344,"(512, 513)",0.03545,0.03569,0.02583,0.00166
345,"(513, 67)",0.03545,0.03569,0.02519,0.00249
346,"(67, 64)",0.04768,0.04905,0.02965,0.00332
347,"(64, 549)",0.04074,0.04022,0.02941,0.00249
348,"(549, 550)",0.04074,0.04022,0.02858,0.00166
349,"(550, 551)",0.04074,0.04022,0.0278,0.00166
350,"(551, 75)",0.04074,0.04022,0.02705,0.00249
351,"(75, 72)",0.03778,0.03866,0.03068,0.00332
352,"(72, 79)",0.09113,0.08963,0.03026,0.00249
353,"(79, 76)",0.11492,0.11263,0.03137,0.00332
354,"(76, 455)",0.06714,0.06395,0.03042,0.00166
355,"(455, 456)",0.06714,0.06395,0.02953,0.00166
356,"(456, 457)",0.06714,0.06395,0.02869,0.00166
357,"(457, 83)",0.06714,0.06395,0.0279,0.00249
358,"(83, 80)",0.06513,0.0636,0.03112,0.00332
359,"(80, 431)",0.05548,0.05244,0.03032,0.00249
360,"(431, 430)",0.05548,0.05244,0.02944,0.00166
361,"(430, 84)",0.05548,0.05244,0.02861,0.00166
362,"(84, 86)",0.08758,0.08442,0.03134,0.00332
363,"(86, 91)",0.07311,0.06912,0.03039,0.00249
364,"(91, 88)",0.02931,0.02915,0.03027,0.00249
365,"(576, 577)",0.06037,0.05772,0.02159,0.00166
366,"(577, 578)",0.06037,0.05772,0.02114,0.00166
367,"(578, 72)",0.06037,0.05772,0.02071,0.00249
368,"(72, 73)",0.00702,0.00675,0.03026,0.00249
369,"(74, 75)",0.03168,0.03102,0.03041,0.00249
370,"(75, 978)",0.03464,0.03257,0.03069,0.00249
371,"(978, 977)",0.03464,0.03257,0.0298,0.00166
372,"(977, 976)",0.03464,0.03257,0.02895,0.00166
373,"(976, 975)",0.03464,0.03257,0.02815,0.00166
374,"(41, 42)",0.00542,0.00529,0.02329,0.00249
375,"(42, 999)",0.00997,0.00943,0.02456,0.00249
376,"(999, 1000)",0.00997,0.00943,0.02398,0.00166
377,"(1000, 1001)",0.00997,0.00943,0.02342,0.00166
378,"(1001, 45)",0.00997,0.00943,0.02289,0.00249
379,"(44, 536)",0.00523,0.00462,0.02181,0.00166
380,"(536, 537)",0.00523,0.00462,0.02135,0.00166
381,"(537, 538)",0.00523,0.00462,0.02091,0.00166
382,"(538, 43)",0.00523,0.00462,0.02048,0.00249
383,"(43, 40)",0.01344,0.01331,0.024,0.00249
384,"(69, 70)",0.00504,0.00526,0.02957,0.00249
385,"(70, 948)",0.0249,0.02578,0.03083,0.00249
386,"(948, 949)",0.0249,0.02578,0.02992,0.00166
387,"(949, 61)",0.0249,0.02578,0.02906,0.00166
388,"(61, 62)",0.02718,0.02898,0.02877,0.00332
389,"(62, 545)",0.00993,0.00987,0.02798,0.00166
390,"(545, 546)",0.00993,0.00987,0.02722,0.00166
391,"(546, 57)",0.00993,0.00987,0.02651,0.00166
392,"(57, 58)",0.01078,0.01154,0.02601,0.00249
393,"(59, 56)",0.00598,0.00621,0.02472,0.00249
394,"(56, 544)",0.01388,0.01419,0.02506,0.00249
395,"(544, 543)",0.01388,0.01419,0.02445,0.00166
396,"(543, 63)",0.01388,0.01419,0.02387,0.00249
397,"(63, 60)",0.01782,0.01904,0.02731,0.00332
398,"(60, 547)",0.03154,0.03309,0.02765,0.00249
399,"(547, 548)",0.03154,0.03309,0.02691,0.00166
400,"(548, 71)",0.03154,0.03309,0.02621,0.00249
401,"(71, 68)",0.03246,0.03478,0.0302,0.00249
402,"(45, 46)",0.00202,0.00194,0.02247,0.00249
403,"(47, 44)",0.01088,0.01089,0.02229,0.00249
404,"(44, 45)",0.00565,0.00544,0.02181,0.00249
405,"(45, 528)",0.01359,0.01293,0.02247,0.00249
406,"(528, 529)",0.01359,0.01293,0.02198,0.00166
407,"(529, 530)",0.01359,0.01293,0.02152,0.00166
408,"(530, 531)",0.01359,0.01293,0.02107,0.00166
409,"(531, 52)",0.01359,0.01293,0.02064,0.00249
410,"(52, 53)",0.00373,0.00381,0.02409,0.00332
411,"(53, 539)",0.00875,0.00881,0.0256,0.00249
412,"(539, 541)",0.00875,0.00881,0.02497,0.00166
413,"(541, 56)",0.00875,0.00881,0.02436,0.00249
414,"(56, 57)",0.00085,0.00084,0.02505,0.00249
415,"(58, 59)",0.01078,0.01154,0.02535,0.00249
416,"(59, 542)",0.0048,0.0045,0.02473,0.00166
417,"(542, 540)",0.0048,0.0045,0.02414,0.00166
418,"(540, 54)",0.0048,0.0045,0.02357,0.00166
419,"(54, 55)",0.01681,0.01741,0.02498,0.00332
420,"(55, 535)",0.00886,0.00812,0.02438,0.00166
421,"(535, 534)",0.00886,0.00812,0.02381,0.00166
422,"(534, 533)",0.00886,0.00812,0.02326,0.00166
423,"(533, 532)",0.00886,0.00812,0.02274,0.00166
424,"(532, 46)",0.00886,0.00812,0.02224,0.00166
425,"(46, 47)",0.01088,0.01089,0.0228,0.00249
426,"(76, 77)",0.04779,0.04784,0.03041,0.00249
427,"(77, 477)",0.06457,0.06254,0.03118,0.00249
428,"(477, 476)",0.06457,0.06254,0.03025,0.00166
429,"(476, 475)",0.06457,0.06254,0.02938,0.00166
430,"(475, 474)",0.06457,0.06254,0.02855,0.00166
431,"(474, 473)",0.06457,0.06254,0.02777,0.00166
432,"(473, 472)",0.06457,0.06254,0.02703,0.00166
433,"(472, 108)",0.06457,0.06254,0.02633,0.00249
434,"(108, 109)",0.0442,0.04168,0.03257,0.00332
435,"(109, 645)",0.04832,0.04517,0.03305,0.00249
436,"(645, 646)",0.04832,0.04517,0.03201,0.00166
437,"(646, 647)",0.04832,0.04517,0.03102,0.00166
438,"(647, 118)",0.04832,0.04517,0.0301,0.00166
439,"(118, 957)",0.05394,0.05122,0.03124,0.00249
440,"(957, 120)",0.05394,0.05122,0.0303,0.00249
441,"(120, 663)",0.02347,0.02117,0.02942,0.00166
442,"(663, 664)",0.02347,0.02117,0.0286,0.00166
443,"(664, 665)",0.02347,0.02117,0.02781,0.00166
444,"(665, 666)",0.02347,0.02117,0.02707,0.00166
445,"(666, 667)",0.02347,0.02117,0.02637,0.00166
446,"(668, 669)",0.02821,0.02616,0.02652,0.00166
447,"(669, 670)",0.02821,0.02616,0.02584,0.00166
448,"(670, 671)",0.02821,0.02616,0.0252,0.00166
449,"(671, 672)",0.02821,0.02616,0.02459,0.00166
450,"(672, 121)",0.02821,0.02616,0.02401,0.00249
451,"(121, 956)",0.02957,0.02808,0.0294,0.00249
452,"(956, 119)",0.02957,0.02808,0.02856,0.00249
453,"(119, 650)",0.03719,0.03469,0.02851,0.00249
454,"(650, 649)",0.03719,0.03469,0.02773,0.00166
455,"(649, 648)",0.03719,0.03469,0.02699,0.00166
456,"(648, 110)",0.03719,0.03469,0.02629,0.00249
457,"(110, 111)",0.04859,0.04712,0.03276,0.00332
458,"(111, 564)",0.04332,0.04091,0.03268,0.00249
459,"(564, 481)",0.04332,0.04091,0.03166,0.00166
460,"(481, 480)",0.04332,0.04091,0.03071,0.00166
461,"(480, 479)",0.04332,0.04091,0.02981,0.00166
462,"(479, 478)",0.04332,0.04091,0.02896,0.00166
463,"(478, 570)",0.04332,0.04091,0.02815,0.00166
464,"(570, 78)",0.04332,0.04091,0.02739,0.00249
465,"(78, 79)",0.02379,0.02217,0.03133,0.00249
466,"(80, 81)",0.02959,0.02794,0.03032,0.00332
467,"(81, 444)",0.02391,0.02283,0.03121,0.00249
468,"(444, 445)",0.02391,0.02283,0.03028,0.00166
469,"(445, 446)",0.02391,0.02283,0.0294,0.00166
470,"(446, 447)",0.02391,0.02283,0.02857,0.00166
471,"(447, 955)",0.02391,0.02283,0.02779,0.00166
472,"(955, 100)",0.02391,0.02283,0.02705,0.00249
473,"(100, 101)",0.01587,0.01602,0.03196,0.00332
474,"(101, 104)",0.02663,0.02669,0.03272,0.00249
475,"(104, 105)",0.08748,0.09079,0.0329,0.00332
476,"(105, 639)",0.0734,0.07561,0.03187,0.00166
477,"(639, 640)",0.0734,0.07561,0.03089,0.00166
478,"(640, 641)",0.0734,0.07561,0.02998,0.00166
479,"(641, 138)",0.0734,0.07561,0.02911,0.00249
480,"(138, 140)",0.06034,0.06333,0.03196,0.00332
481,"(140, 678)",0.06918,0.07118,0.03277,0.00249
482,"(678, 679)",0.06918,0.07118,0.03175,0.00166
483,"(679, 680)",0.06918,0.07118,0.03079,0.00166
484,"(680, 681)",0.06918,0.07118,0.02989,0.00166
485,"(681, 764)",0.06918,0.07118,0.02904,0.00166
486,"(764, 765)",0.06918,0.07118,0.02824,0.00166
487,"(677, 676)",0.01586,0.01369,0.02261,0.00166
488,"(676, 675)",0.01586,0.01369,0.02212,0.00166
489,"(675, 674)",0.01586,0.01369,0.02166,0.00166
490,"(674, 673)",0.01586,0.01369,0.02121,0.00166
491,"(673, 141)",0.01586,0.01369,0.02078,0.00166
492,"(141, 139)",0.05786,0.05824,0.03203,0.00332
493,"(139, 642)",0.04511,0.04546,0.03105,0.00166
494,"(642, 643)",0.04511,0.04546,0.03012,0.00166
495,"(643, 644)",0.04511,0.04546,0.02925,0.00166
496,"(644, 106)",0.04511,0.04546,0.02843,0.00249
497,"(106, 107)",0.00548,0.00586,0.03213,0.00332
498,"(107, 102)",0.01668,0.01653,0.03282,0.00249
499,"(102, 103)",0.04067,0.04179,0.0329,0.00332
500,"(103, 954)",0.02924,0.0288,0.03187,0.00166
501,"(954, 451)",0.02924,0.0288,0.0309,0.00166
502,"(451, 450)",0.02924,0.0288,0.02999,0.00166
503,"(450, 449)",0.02924,0.0288,0.02912,0.00166
504,"(449, 448)",0.02924,0.0288,0.02831,0.00166
505,"(448, 82)",0.02924,0.0288,0.02754,0.00249
506,"(82, 83)",0.03053,0.02959,0.03092,0.00332
507,"(105, 106)",0.01407,0.01436,0.03186,0.00249
508,"(106, 467)",0.0537,0.05395,0.03213,0.00249
509,"(467, 468)",0.0537,0.05395,0.03114,0.00166
510,"(468, 471)",0.0537,0.05395,0.03021,0.00166
511,"(471, 109)",0.0537,0.05395,0.02934,0.00249
512,"(109, 110)",0.04958,0.05047,0.03304,0.00332
513,"(110, 565)",0.03817,0.03804,0.03277,0.00249
514,"(565, 566)",0.03817,0.03804,0.03175,0.00166
515,"(566, 567)",0.03817,0.03804,0.03078,0.00166
516,"(567, 568)",0.03817,0.03804,0.02988,0.00166
517,"(568, 569)",0.03817,0.03804,0.02902,0.00166
518,"(569, 113)",0.03817,0.03804,0.02821,0.00249
519,"(113, 114)",0.02786,0.0287,0.03188,0.00249
520,"(115, 112)",0.02118,0.02091,0.03086,0.00249
521,"(112, 559)",0.04639,0.04688,0.03133,0.00249
522,"(559, 560)",0.04639,0.04688,0.03039,0.00166
523,"(560, 561)",0.04639,0.04688,0.02951,0.00166
524,"(561, 562)",0.04639,0.04688,0.02868,0.00166
525,"(562, 563)",0.04639,0.04688,0.02789,0.00166
526,"(563, 111)",0.04639,0.04688,0.02714,0.00249
527,"(111, 108)",0.05166,0.05309,0.03267,0.00332
528,"(108, 470)",0.07204,0.07394,0.03258,0.00249
529,"(470, 469)",0.07204,0.07394,0.03157,0.00166
530,"(469, 466)",0.07204,0.07394,0.03061,0.00166
531,"(466, 107)",0.07204,0.07394,0.02971,0.00249
532,"(107, 104)",0.06084,0.06327,0.03282,0.00249
533,"(86, 87)",0.01447,0.01448,0.03039,0.00249
534,"(87, 434)",0.03684,0.0356,0.03027,0.00249
535,"(434, 435)",0.03684,0.0356,0.0294,0.00166
536,"(435, 436)",0.03684,0.0356,0.02857,0.00166
537,"(436, 437)",0.03684,0.0356,0.02778,0.00166
538,"(437, 438)",0.03684,0.0356,0.02704,0.00166
539,"(438, 96)",0.03684,0.0356,0.02634,0.00249
540,"(96, 97)",0.04789,0.04777,0.03218,0.00332
541,"(97, 601)",0.04823,0.04749,0.03152,0.00249
542,"(601, 602)",0.04823,0.04749,0.03057,0.00166
543,"(602, 603)",0.04823,0.04749,0.02967,0.00166
544,"(603, 604)",0.04823,0.04749,0.02883,0.00166
545,"(604, 142)",0.04823,0.04749,0.02803,0.00249
546,"(142, 144)",0.06171,0.06195,0.0324,0.00332
547,"(144, 783)",0.05746,0.05693,0.03163,0.00249
548,"(783, 784)",0.05746,0.05693,0.03067,0.00166
549,"(781, 782)",0.11204,0.11471,0.02599,0.00166
550,"(782, 145)",0.11204,0.11471,0.02534,0.00249
551,"(145, 143)",0.08342,0.08452,0.03211,0.00332
552,"(143, 608)",0.07974,0.0802,0.03287,0.00249
553,"(608, 607)",0.07974,0.0802,0.03184,0.00166
554,"(607, 606)",0.07974,0.0802,0.03087,0.00166
555,"(606, 605)",0.07974,0.0802,0.02995,0.00166
556,"(605, 99)",0.07974,0.0802,0.02909,0.00249
557,"(99, 98)",0.05972,0.05959,0.03213,0.00332
558,"(98, 443)",0.05509,0.05392,0.03284,0.00249
559,"(443, 442)",0.05509,0.05392,0.03181,0.00166
560,"(442, 441)",0.05509,0.05392,0.03084,0.00166
561,"(441, 440)",0.05509,0.05392,0.02993,0.00166
562,"(440, 439)",0.05509,0.05392,0.02907,0.00166
563,"(439, 85)",0.05509,0.05392,0.02826,0.00249
564,"(85, 84)",0.0321,0.03115,0.0311,0.00249
565,"(590, 591)",0.04421,0.04123,0.02726,0.00166
566,"(591, 592)",0.04421,0.04123,0.02655,0.00166
567,"(592, 92)",0.04421,0.04123,0.02587,0.00166
568,"(92, 93)",0.05466,0.05229,0.02973,0.00332
569,"(93, 610)",0.0424,0.03939,0.02888,0.00166
570,"(610, 612)",0.0424,0.03939,0.02808,0.00166
571,"(612, 614)",0.0424,0.03939,0.02733,0.00166
572,"(614, 615)",0.0424,0.03939,0.02661,0.00166
573,"(615, 618)",0.0424,0.03939,0.02593,0.00166
574,"(618, 146)",0.0424,0.03939,0.02529,0.00166
575,"(146, 619)",0.05752,0.05417,0.02874,0.00249
576,"(619, 148)",0.05752,0.05417,0.02794,0.00249
577,"(148, 799)",0.04306,0.04006,0.0272,0.00166
578,"(799, 800)",0.04306,0.04006,0.0265,0.00166
579,"(800, 801)",0.04306,0.04006,0.02583,0.00166
580,"(795, 794)",0.04996,0.0471,0.02178,0.00166
581,"(794, 793)",0.04996,0.0471,0.02132,0.00166
582,"(793, 792)",0.04996,0.0471,0.02089,0.00166
583,"(792, 149)",0.04996,0.0471,0.02047,0.00249
584,"(149, 620)",0.04645,0.04402,0.02788,0.00249
585,"(620, 147)",0.04645,0.04402,0.02713,0.00249
586,"(147, 617)",0.04733,0.04416,0.02784,0.00249
587,"(617, 616)",0.04733,0.04416,0.02709,0.00166
588,"(616, 613)",0.04733,0.04416,0.02639,0.00166
589,"(613, 611)",0.04733,0.04416,0.02572,0.00166
590,"(611, 609)",0.04733,0.04416,0.02509,0.00166
591,"(609, 94)",0.04733,0.04416,0.02448,0.00249
592,"(94, 95)",0.04453,0.04201,0.0288,0.00332
593,"(95, 596)",0.04712,0.04426,0.02943,0.00249
594,"(596, 595)",0.04712,0.04426,0.02859,0.00166
595,"(595, 594)",0.04712,0.04426,0.02781,0.00166
596,"(93, 94)",0.01226,0.01207,0.02887,0.00249
597,"(94, 597)",0.01507,0.01421,0.02881,0.00249
598,"(597, 598)",0.01507,0.01421,0.02801,0.00166
599,"(598, 599)",0.01507,0.01421,0.02726,0.00166
600,"(599, 600)",0.01507,0.01421,0.02654,0.00166
601,"(600, 97)",0.01507,0.01421,0.02586,0.00249
602,"(97, 99)",0.01473,0.0145,0.03151,0.00332
603,"(99, 485)",0.03476,0.0351,0.03214,0.00249
604,"(485, 484)",0.03476,0.0351,0.03114,0.00166
605,"(484, 101)",0.03476,0.0351,0.03021,0.00249
606,"(101, 102)",0.024,0.02443,0.03271,0.00249
607,"(103, 100)",0.01143,0.01216,0.03186,0.00249
608,"(100, 482)",0.01947,0.01896,0.03197,0.00249
609,"(482, 483)",0.01947,0.01896,0.03099,0.00166
610,"(483, 98)",0.01947,0.01896,0.03006,0.00249
611,"(98, 96)",0.0241,0.02464,0.03283,0.00332
612,"(96, 950)",0.01305,0.01247,0.03219,0.00249
613,"(950, 951)",0.01305,0.01247,0.0312,0.00166
614,"(951, 952)",0.01305,0.01247,0.03027,0.00166
615,"(952, 953)",0.01305,0.01247,0.02939,0.00166
616,"(953, 95)",0.01305,0.01247,0.02856,0.00249
617,"(95, 92)",0.01045,0.01022,0.02942,0.00249
618,"(148, 149)",0.01446,0.01328,0.02718,0.00249
619,"(149, 634)",0.01797,0.01635,0.0279,0.00249
620,"(634, 633)",0.01797,0.01635,0.02715,0.00166
621,"(633, 632)",0.01797,0.01635,0.02645,0.00166
622,"(632, 631)",0.01797,0.01635,0.02578,0.00166
623,"(631, 630)",0.01797,0.01635,0.02514,0.00166
624,"(630, 629)",0.01797,0.01635,0.02454,0.00166
625,"(629, 628)",0.01797,0.01635,0.02396,0.00166
626,"(628, 144)",0.01797,0.01635,0.02341,0.00249
627,"(144, 145)",0.02222,0.02138,0.03161,0.00332
628,"(145, 637)",0.05085,0.05157,0.03211,0.00249
629,"(637, 638)",0.05085,0.05157,0.03112,0.00166
630,"(638, 140)",0.05085,0.05157,0.03019,0.00249
631,"(140, 141)",0.042,0.04371,0.03275,0.00249
632,"(139, 138)",0.01275,0.01195,0.03104,0.00249
633,"(138, 636)",0.02581,0.02423,0.03197,0.00249
634,"(636, 635)",0.02581,0.02423,0.03099,0.00166
635,"(635, 143)",0.02581,0.02423,0.03006,0.00249
636,"(143, 142)",0.02949,0.02855,0.03286,0.00332
637,"(142, 627)",0.016,0.01409,0.03242,0.00249
638,"(627, 626)",0.016,0.01409,0.03142,0.00166
639,"(626, 625)",0.016,0.01409,0.03048,0.00166
640,"(625, 624)",0.016,0.01409,0.02959,0.00166
641,"(624, 623)",0.016,0.01409,0.02876,0.00166
642,"(623, 622)",0.016,0.01409,0.02797,0.00166
643,"(622, 621)",0.016,0.01409,0.02722,0.00166
644,"(621, 147)",0.016,0.01409,0.02651,0.00249
645,"(147, 146)",0.01512,0.01395,0.02783,0.00249
646,"(784, 785)",0.05746,0.05693,0.02977,0.00166
647,"(785, 786)",0.05746,0.05693,0.02893,0.00166
648,"(786, 787)",0.05746,0.05693,0.02813,0.00166
