Nodo,BC,CC,DC,DiBC,DiCC,DiDC
215,0.053281985350147436,0.05667172100075815,0.010033444816053512,0.05284299641609244,0.05179282868525897,0.010033444816053512
216,0.02989893384530779,0.054882525697503674,0.010033444816053512,0.04792468984181852,0.05091094840796867,0.010033444816053512
217,0.0334711339694212,0.05684410646387833,0.010033444816053512,0.04792468984181852,0.04846814718755066,0.010033444816053512
218,0.048800040859618005,0.05476190476190476,0.010033444816053512,0.044418194877780565,0.05091094840796867,0.010033444816053512
219,0.04502031000652598,0.05301418439716312,0.010033444816053512,0.04441819487778056,0.04846814718755066,0.010033444816053512
220,0.021522559854725513,0.051445285615966965,0.010033444816053512,0.03949988830350663,0.047725458898643255,0.010033444816053512
221,0.025918537754770665,0.05308948863636364,0.010033444816053512,0.03949988830350663,0.0455723212924859,0.010033444816053512
222,0.016688419072686797,0.04993319973279893,0.010033444816053512,0.03153897459412487,0.04339622641509434,0.010033444816053512
223,0.042080155082375455,0.05140990371389271,0.010033444816053512,0.036457281168398775,0.047725458898643255,0.010033444816053512
224,0.04085049150478534,0.05011733154542407,0.010033444816053512,0.036457281168398775,0.0455723212924859,0.010033444816053512
225,0.011709113565083668,0.048712935809710006,0.010033444816053512,0.03153897459412487,0.045344252350621776,0.010033444816053512
226,0.0068237564046036885,0.04793971460638127,0.010033444816053512,0.02610138621227037,0.042273434186342426,0.010033444816053512
227,0.043377405018318396,0.049315520369454066,0.013377926421404682,0.031019692786544248,0.045344252350621776,0.013377926421404682
228,0.007685285353369635,0.048327137546468404,0.010033444816053512,0.02610138621227037,0.0461348557321401,0.010033444816053512
229,0.0004929518140775857,0.046975648075412414,0.006688963210702341,0.02610138621227037,0.044119817028183565,0.006688963210702341
230,0.029816000702257265,0.04878446728666993,0.010033444816053512,0.029701914659603618,0.044119817028183565,0.010033444816053512
231,0.016046374273226537,0.048617886178861786,0.010033444816053512,0.02478360808532971,0.046,0.010033444816053512
232,0.01180469549863256,0.04827252179528576,0.010033444816053512,0.02478360808532971,0.04399646851088876,0.010033444816053512
233,0.03411704969782321,0.0488562091503268,0.010033444816053512,0.029701914659603607,0.0461348557321401,0.010033444816053512
234,0.027832603091393092,0.049113009198423124,0.010033444816053512,0.03175199958100455,0.046,0.010033444816053512
