,conection,lanes,Largo,/2023-03-29_07-30.png,/2023-03-30_08-30.png,/2023-03-31_09-30.png,/2023-04-02_06-45.png,/2023-04-03_08-00.png,/2023-04-04_16-45.png,/2023-04-05_17-45.png,/2023-04-06_18-45.png,/2023-04-07_21-15.png,/2023-04-08_22-45.png,/2023-04-10_01-45.png,/2023-04-11_02-45.png,/2023-04-12_07-45.png,/2023-04-13_08-45.png,/2023-04-14_14-45.png,/2023-04-16_09-15.png,/2023-04-17_10-30.png,/2023-04-18_12-30.png,/2023-04-22_14-00.png,/2023-04-23_15-45.png,/2023-04-24_16-45.png,/2023-04-25_18-15.png,/2023-04-26_19-15.png,/2023-05-02_11-00.png,/2023-05-05_16-00.png,/2023-05-10_04-45.png,/2023-05-11_05-45.png,/2023-05-23_14-30.png,/2023-05-25_05-15.png,/2023-05-31_16-30.png
507,"(105, 106)",1,7.091407228072679,63,84,42,63,42,84,106,63,63,63,31,31,31,63,42,31,63,84,42,105,84,106,63,63,84,0,63,84,63,63
508,"(106, 467)",1,8.163228730531475,84,105,63,63,63,105,148,84,63,63,63,63,42,84,63,63,63,105,63,127,105,148,84,84,105,0,0,105,63,84
509,"(467, 468)",1,10.196996218698857,63,63,63,0,63,63,95,63,63,63,0,0,63,63,63,0,63,105,63,84,63,127,63,63,63,0,0,63,0,63
510,"(468, 471)",1,10.069440167673443,42,105,105,0,42,42,42,42,42,105,0,0,105,42,42,0,42,84,42,105,42,84,105,42,42,0,0,42,0,105
511,"(471, 109)",1,7.673524843613821,105,127,127,0,148,63,84,127,105,127,31,0,127,105,105,31,105,148,105,127,105,127,127,84,63,0,0,127,0,169
512,"(109, 110)",1,4.617532421851911,127,127,127,0,191,63,127,191,127,127,63,0,127,127,127,63,127,191,127,127,127,191,127,127,63,0,0,191,0,191
513,"(110, 565)",1,11.472399566526253,127,127,127,0,191,0,0,0,63,127,0,0,0,127,0,0,127,191,127,127,0,0,0,0,0,0,0,0,0,191
514,"(565, 566)",1,10.341153332996802,31,31,31,0,31,31,31,0,31,63,0,0,31,31,31,0,31,31,31,31,31,31,31,31,0,0,0,31,0,0
515,"(566, 567)",1,11.329345858032775,63,63,63,0,63,63,63,0,63,127,0,0,63,63,63,0,63,63,63,63,63,63,63,63,0,0,0,63,0,0
516,"(567, 568)",1,11.636669687666519,63,63,63,0,0,63,63,0,63,127,0,0,63,63,63,0,63,63,63,63,63,0,63,63,0,0,0,63,0,0
517,"(568, 569)",1,12.420151363009857,0,0,0,0,0,63,63,0,63,0,0,0,63,63,0,0,63,0,63,0,0,0,0,63,0,0,0,0,0,0
518,"(569, 113)",1,13.30387874107733,63,106,84,31,63,106,127,127,84,84,31,0,63,84,84,84,84,106,84,106,127,148,106,84,106,31,31,84,31,127
519,"(113, 114)",1,4.230471818044147,127,159,95,63,95,223,223,223,95,127,63,31,63,95,159,95,95,95,191,159,223,223,159,95,223,63,63,95,95,191
520,"(115, 112)",1,3.789683799331697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,"(112, 559)",1,11.302312551437943,31,31,31,0,0,0,31,0,0,0,0,0,31,31,31,31,31,31,31,0,31,0,31,31,31,0,0,0,84,0
522,"(559, 560)",1,11.636669687666572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0
523,"(560, 561)",1,12.115048420130877,42,42,42,63,63,63,42,84,63,42,0,0,42,42,42,42,42,42,42,84,42,31,42,42,42,0,0,63,105,63
524,"(561, 562)",1,11.119745575850057,63,63,63,63,63,63,63,127,63,63,0,0,63,63,63,63,63,63,63,127,63,63,63,63,63,0,0,63,63,63
525,"(562, 563)",1,11.11974557585004,84,105,84,84,105,105,127,148,84,84,0,0,84,84,84,63,84,84,84,127,84,84,84,84,84,0,0,105,63,105
526,"(563, 111)",1,12.321731933799843,127,191,127,127,191,191,255,191,127,127,0,0,127,127,127,63,127,127,127,127,127,127,127,127,127,0,0,191,63,191
527,"(111, 108)",1,4.723968398888964,63,31,63,31,31,31,63,95,95,0,31,0,31,63,63,31,63,0,31,63,63,95,63,63,31,0,0,95,0,63
528,"(108, 470)",1,7.928434309051982,84,63,105,63,105,63,105,127,127,63,63,0,63,84,84,63,84,106,63,84,84,105,84,84,63,0,0,127,31,84
529,"(470, 469)",1,10.059561170199352,63,63,63,63,191,63,127,127,127,63,0,0,63,63,63,63,63,191,63,63,63,63,63,63,63,0,0,63,63,63
530,"(469, 466)",1,10.021050266896147,63,31,63,42,63,106,31,42,42,42,0,0,42,42,84,42,42,84,42,42,42,63,63,63,63,0,0,84,31,63
531,"(466, 107)",1,8.41380709308123,127,127,127,63,63,191,127,63,63,63,0,0,63,63,127,63,63,127,63,63,63,127,127,127,127,0,0,127,0,127
532,"(107, 104)",1,7.21649122875438,127,191,0,63,63,191,191,0,63,63,0,0,0,0,0,63,63,0,63,63,0,0,127,127,0,0,0,0,0,127
533,"(86, 87)",2,6.8585787183636695,0,95,63,127,31,63,63,63,31,31,63,0,31,95,31,0,63,95,63,0,63,63,95,63,95,0,0,0,0,63
534,"(87, 434)",2,9.029412211298355,63,159,127,191,63,95,95,127,63,63,0,0,63,127,63,63,127,159,95,63,95,127,127,95,127,0,0,63,0,95
535,"(434, 435)",2,9.485280567051056,63,31,63,31,63,31,31,31,31,31,0,0,31,31,31,31,63,63,31,63,31,63,31,63,31,0,0,31,0,31
536,"(435, 436)",2,9.66183582156939,63,31,31,0,31,63,63,63,31,31,0,0,63,63,63,31,127,63,31,31,31,63,31,63,63,0,0,95,0,95
537,"(436, 437)",2,9.111017784404712,31,63,63,0,31,63,63,31,31,31,31,0,31,31,31,31,159,31,31,31,31,31,31,63,31,0,0,63,31,31
538,"(437, 438)",2,8.74474392619327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,"(438, 96)",2,13.078105322485568,63,63,63,31,63,63,63,95,63,0,0,0,63,63,63,31,31,63,63,31,31,31,31,0,31,0,0,95,0,84
540,"(96, 97)",2,7.0115059109010645,31,127,84,0,0,127,0,127,127,0,63,0,127,127,0,127,63,127,159,63,63,63,63,0,63,0,0,0,0,127
541,"(97, 601)",2,9.993451618327564,63,42,63,84,42,148,42,84,42,42,127,0,42,42,42,105,42,63,105,42,84,42,84,42,63,0,0,42,0,127
542,"(601, 602)",2,9.690378973330448,63,63,63,127,63,191,63,127,63,63,0,0,63,63,63,63,63,127,63,63,191,63,127,63,127,0,0,63,0,127
543,"(602, 603)",2,9.534072289324627,31,31,31,31,31,63,31,31,31,31,0,0,31,31,31,31,31,31,31,31,63,31,31,31,31,0,0,31,0,63
544,"(603, 604)",3,12.345477487474335,63,63,63,95,63,159,63,63,63,63,0,0,63,63,63,63,63,63,63,63,159,95,63,63,95,63,0,63,0,95
545,"(604, 142)",2,7.65189908475517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,"(142, 144)",2,14.69167632091882,0,31,95,0,63,106,95,95,63,0,0,0,63,63,106,63,63,95,63,95,95,106,95,63,63,0,0,63,0,84
547,"(144, 783)",2,12.475584519069916,0,63,191,0,127,191,191,191,127,0,0,0,127,127,191,127,127,191,127,191,191,191,191,127,127,0,0,127,0,127
548,"(783, 784)",2,10.456844166971472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
549,"(781, 782)",2,10.091238447846758,42,42,42,42,63,42,84,42,63,42,42,0,63,42,42,42,42,42,42,63,63,42,63,84,84,84,0,63,84,84
550,"(782, 145)",2,12.458074221651254,63,63,63,63,95,95,127,63,95,95,63,0,127,95,95,63,95,95,63,95,127,95,95,159,159,95,0,127,95,159
551,"(145, 143)",2,14.366235549701663,63,31,63,31,95,95,95,84,63,31,0,0,63,63,63,63,63,63,0,63,95,95,95,63,63,31,0,95,84,63
552,"(143, 608)",2,8.442644030097,127,63,127,0,191,191,191,191,127,63,0,0,127,127,127,127,63,0,0,127,191,191,191,127,127,0,0,191,159,127
553,"(608, 607)",2,9.906849693620224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0
554,"(607, 606)",2,9.816108275261474,63,42,31,31,42,127,31,31,63,95,0,0,42,31,84,42,42,84,127,31,127,95,84,95,84,0,0,84,0,63
555,"(606, 605)",2,10.273629922425885,31,63,63,63,63,191,95,63,31,31,0,0,63,63,127,63,63,127,191,63,191,63,159,63,127,0,0,127,31,31
556,"(605, 99)",2,9.029412211298323,42,42,84,84,63,127,106,106,42,42,0,0,42,42,42,84,42,106,42,63,106,84,106,84,106,0,0,84,42,106
557,"(99, 98)",2,7.464811370677604,84,84,127,105,105,169,148,148,84,63,0,0,84,84,84,105,84,148,84,105,169,127,191,127,169,0,0,127,63,148
558,"(98, 443)",2,8.26009310685613,127,95,95,63,95,95,95,127,95,63,0,0,95,127,95,63,95,95,95,127,127,127,191,95,159,0,0,127,63,95
559,"(443, 442)",2,10.431563696277076,31,84,31,0,31,31,84,63,84,42,0,0,42,63,42,42,31,84,84,159,42,63,84,31,84,0,0,84,42,84
560,"(442, 441)",2,10.38060521348257,63,127,63,31,63,63,127,31,127,63,0,0,63,31,63,63,63,127,127,31,63,31,127,63,127,0,0,127,63,127
561,"(441, 440)",2,10.472784889771278,31,31,31,31,95,63,63,63,31,42,0,0,42,63,63,31,63,63,63,0,63,0,31,0,31,0,0,63,31,31
562,"(440, 439)",2,9.993451618327514,31,31,63,0,31,31,63,63,31,63,0,0,63,31,31,31,31,63,31,31,63,31,31,63,31,0,0,95,0,31
563,"(439, 85)",2,9.35982853066192,63,84,63,0,42,106,84,63,63,63,0,0,63,63,63,42,63,106,63,42,106,84,63,84,63,0,0,63,0,63
564,"(85, 84)",2,6.6807001779306905,127,127,0,0,63,191,127,0,0,0,0,0,0,0,0,63,127,191,0,63,191,191,0,127,127,0,0,0,0,0
565,"(590, 591)",2,14.966575480276052,63,95,63,63,63,127,63,63,63,127,159,0,63,63,63,63,63,63,63,63,95,63,63,63,63,191,0,63,63,63
566,"(591, 592)",2,16.755242675103144,63,63,63,63,63,191,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
567,"(592, 92)",2,15.927773386237368,63,63,63,63,63,0,63,63,63,63,0,0,0,63,63,63,63,63,63,63,63,63,63,0,63,0,0,63,0,63
568,"(92, 93)",2,6.721914018433103,31,31,31,31,31,31,31,31,31,31,31,0,63,31,31,31,31,31,31,31,31,31,31,63,31,31,0,31,0,31
569,"(93, 610)",2,9.811605473063347,63,63,63,63,63,63,63,63,63,63,63,0,84,63,63,63,63,63,63,63,63,63,63,84,63,63,0,63,0,63
570,"(610, 612)",2,15.311015240493708,63,63,63,63,63,63,63,63,63,63,63,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,0,63,31,63
571,"(612, 614)",2,10.221884133155672,63,63,63,63,63,63,63,63,63,63,63,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63
572,"(614, 615)",2,9.406922304849756,63,63,63,63,63,63,63,63,63,63,63,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63
573,"(615, 618)",2,8.37696196788092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,"(618, 146)",2,8.923571093483623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,"(146, 619)",2,8.316076305345202,31,31,31,31,31,31,31,31,31,31,31,0,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,31,31,31
576,"(619, 148)",2,7.504663340877219,42,42,42,42,42,42,42,42,42,42,31,0,42,42,42,42,42,42,42,42,42,42,42,42,42,0,0,42,42,42
577,"(148, 799)",2,9.165419621304226,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63
578,"(799, 800)",2,10.563114463476605,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63
579,"(800, 801)",2,10.436857562995037,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63
580,"(795, 794)",2,10.274705188525633,63,63,63,42,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
581,"(794, 793)",2,10.130693029939994,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
582,"(793, 792)",2,11.394287947134305,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
583,"(792, 149)",2,8.77501137380156,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
584,"(149, 620)",2,7.673524843613906,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
585,"(620, 147)",2,7.516430754362341,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
586,"(147, 617)",2,8.667338444840565,42,42,42,42,42,42,42,42,42,42,0,0,42,42,42,42,42,42,42,42,42,42,42,42,42,0,0,42,0,42
587,"(617, 616)",2,8.59180743245764,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
588,"(616, 613)",2,10.239161786107926,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
589,"(613, 611)",2,9.406922304849804,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
590,"(611, 609)",2,11.149263015292307,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
591,"(609, 94)",2,11.751310605678169,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
592,"(94, 95)",2,9.770986876747397,63,63,63,63,63,63,63,63,63,63,0,0,0,63,63,63,63,63,63,63,63,63,63,0,63,0,0,63,0,63
593,"(95, 596)",2,13.415035959679884,42,42,42,42,42,42,42,42,42,42,0,0,42,42,42,42,42,42,42,42,42,42,42,42,42,0,0,42,0,42
594,"(596, 595)",2,14.601919622725509,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,84,63,63,63,0,0,63,0,63
595,"(595, 594)",2,15.762533650123123,63,105,63,63,63,63,63,63,63,63,0,0,63,63,63,63,84,84,63,63,84,148,63,63,63,0,0,63,0,84
596,"(93, 94)",2,3.798419155829688,63,63,63,63,63,63,63,63,63,63,63,0,127,63,63,63,63,63,63,63,63,63,63,127,63,63,0,63,0,63
597,"(94, 597)",2,10.911900284189661,63,105,105,63,63,63,63,63,63,63,0,0,42,63,105,63,63,105,63,63,105,105,105,42,105,0,0,63,0,63
598,"(597, 598)",2,11.833750657695829,63,127,127,0,63,63,63,63,63,0,0,0,63,63,127,0,63,127,63,63,127,127,127,63,127,0,0,63,0,63
599,"(598, 599)",2,10.556837480969108,63,84,127,0,63,105,63,105,105,42,0,0,63,105,84,84,105,127,63,63,169,84,127,63,127,0,0,63,0,148
600,"(599, 600)",2,10.021050266896069,63,63,127,0,95,127,95,95,127,63,0,0,95,127,95,127,127,127,95,95,127,63,95,95,127,0,0,95,0,127
601,"(600, 97)",2,9.12676717867386,42,63,42,0,63,84,95,42,63,63,84,0,63,63,63,127,63,63,127,63,95,63,42,95,63,0,0,63,0,84
602,"(97, 99)",2,14.513130264513258,63,42,105,63,84,191,127,127,42,42,127,0,63,42,63,148,63,127,127,63,127,63,127,106,127,0,0,84,31,148
603,"(99, 485)",2,8.415120006734098,63,63,84,127,127,255,191,191,63,63,0,0,63,63,63,84,63,191,63,127,191,127,191,127,191,0,0,127,63,191
604,"(485, 484)",2,10.556837480969234,63,63,63,0,84,127,105,191,63,63,0,0,63,63,63,63,63,148,63,127,105,84,105,127,105,0,0,84,0,105
605,"(484, 101)",2,9.611393999013014,42,42,42,63,63,63,63,42,42,42,0,0,42,42,42,42,42,95,42,42,95,63,63,63,63,0,31,63,31,63
606,"(101, 102)",2,7.117841685015856,63,63,63,0,0,0,0,63,63,63,0,0,63,63,63,63,63,0,63,63,0,63,0,0,63,0,63,63,63,63
607,"(103, 100)",2,7.257706849604574,31,31,31,42,31,95,31,63,42,42,0,0,31,31,31,0,42,31,31,42,31,63,63,31,63,0,0,31,0,31
608,"(100, 482)",2,9.280411086648959,31,31,31,63,31,95,31,63,63,63,0,0,31,31,31,0,63,31,31,63,31,63,63,31,63,0,0,31,0,31
609,"(482, 483)",2,10.226206283088027,106,63,63,63,63,106,84,84,84,42,0,0,63,63,84,31,84,84,63,42,84,63,127,63,106,0,0,63,0,84
610,"(483, 98)",2,8.294793925462363,127,127,127,63,127,127,127,127,127,63,0,0,127,127,127,31,127,127,127,84,191,127,255,127,191,0,0,127,31,127
611,"(98, 96)",2,14.938499735148024,159,148,127,95,127,148,127,169,127,63,0,0,148,127,127,63,105,127,127,84,148,127,169,127,148,0,0,127,63,148
612,"(96, 950)",2,8.904981591119322,42,127,105,0,63,127,63,148,148,31,0,0,127,127,63,63,63,127,127,63,63,63,105,63,84,0,0,84,0,105
613,"(950, 951)",2,9.77098687674738,63,148,63,0,105,105,105,84,191,63,0,0,84,105,127,63,42,105,105,84,42,42,169,105,105,0,0,127,0,63
614,"(951, 952)",2,10.887575007155851,0,148,63,0,63,63,63,127,0,63,0,0,127,84,127,63,63,63,63,105,63,63,127,84,63,0,0,127,0,95
615,"(952, 953)",2,9.942469942265495,0,63,42,0,42,42,42,84,0,0,0,0,84,127,84,0,42,42,42,63,42,42,84,127,42,0,0,0,0,127
616,"(953, 95)",2,6.036102759475283,0,63,63,0,63,63,63,127,0,0,0,0,127,127,127,0,63,63,63,63,63,63,127,127,63,0,0,0,0,127
617,"(95, 92)",2,5.940168369586122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,"(148, 149)",2,4.996725809163708,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63
619,"(149, 634)",2,8.871422325538655,63,95,63,63,63,63,105,95,63,63,0,0,63,63,63,63,63,105,63,63,63,63,63,63,95,0,0,63,0,63
620,"(634, 633)",2,10.80916185782809,63,31,63,0,63,63,127,31,63,0,0,0,63,63,63,0,63,127,63,63,63,63,63,0,31,0,0,63,0,63
621,"(633, 632)",2,10.147037261642403,31,0,31,0,0,0,0,0,0,0,0,0,0,31,0,0,0,31,0,31,0,0,0,0,0,0,0,31,0,0
622,"(632, 631)",2,10.431563696277042,63,31,63,0,31,63,95,63,0,0,0,0,31,63,63,0,63,63,31,63,63,63,31,31,31,0,0,63,0,63
623,"(631, 630)",2,11.297893606117201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0
624,"(630, 629)",2,10.679607629569249,42,42,63,0,42,31,31,42,42,42,0,0,42,42,42,42,84,31,42,31,42,42,42,42,42,0,0,84,0,42
625,"(629, 628)",2,9.534072289324646,63,63,31,0,63,63,95,63,63,63,0,0,63,63,63,63,127,63,63,63,63,63,63,63,63,0,0,127,0,63
626,"(628, 144)",2,7.596838311659219,0,42,127,0,63,95,95,95,63,0,0,0,63,63,95,63,63,95,63,127,95,95,95,63,63,0,0,63,0,63
627,"(144, 145)",2,8.132042791296392,0,63,191,0,127,191,191,191,127,0,0,0,127,127,191,127,127,191,127,191,191,191,191,127,127,0,0,127,0,127
628,"(145, 637)",2,8.415120006734098,42,42,42,42,42,42,42,63,42,31,42,0,42,42,42,42,42,31,42,42,42,63,42,42,42,0,42,84,42,63
629,"(637, 638)",2,8.923571093483602,63,63,63,63,63,63,63,127,63,63,63,0,63,63,63,63,63,63,63,63,63,127,63,63,63,0,63,127,63,127
630,"(638, 140)",2,11.507167523592143,63,95,63,63,63,95,95,159,63,63,63,0,95,63,63,63,63,63,63,127,63,159,63,95,95,0,63,127,63,127
631,"(140, 141)",2,7.117841685015828,31,95,63,63,63,95,95,95,63,63,63,0,95,63,63,63,63,63,63,191,63,95,63,95,95,0,63,63,63,63
632,"(139, 138)",2,7.0115059109010645,63,63,63,63,63,63,105,42,95,95,63,0,42,105,63,63,63,31,31,63,63,42,63,105,63,0,0,84,63,63
633,"(138, 636)",2,11.376822452489545,31,31,63,0,31,31,63,63,0,0,0,0,63,127,31,63,63,31,31,63,0,63,63,127,31,0,0,127,0,63
634,"(636, 635)",2,10.47805793017867,84,63,84,0,105,105,105,105,63,42,0,0,84,63,84,84,63,63,63,84,106,106,105,63,84,0,0,148,0,84
635,"(635, 143)",2,7.050786363406915,127,63,127,0,191,191,191,191,127,63,0,0,127,127,127,127,63,63,63,127,191,191,191,127,127,0,0,191,63,127
636,"(143, 142)",2,8.493523439472483,127,63,127,0,191,191,191,191,127,63,0,0,127,127,127,127,63,31,31,127,191,191,191,127,127,0,0,191,127,127
637,"(142, 627)",2,6.398585927061489,42,42,42,0,42,42,127,42,42,42,0,0,42,42,42,42,42,84,42,42,42,42,42,42,42,0,0,42,0,42
638,"(627, 626)",2,10.021050266896069,63,84,63,0,84,84,191,84,63,63,0,0,63,63,84,63,63,127,63,84,84,84,63,63,84,0,0,84,0,63
639,"(626, 625)",2,11.013680381937144,63,127,63,0,127,127,191,127,63,63,0,0,63,63,127,63,63,127,63,127,127,127,63,63,127,0,0,127,0,63
640,"(625, 624)",2,10.273629922425885,63,0,63,0,0,0,0,0,0,0,0,0,63,63,0,63,63,0,0,0,0,0,63,0,0,0,0,0,0,63
641,"(624, 623)",2,10.762045036782103,42,63,42,0,63,106,63,42,42,63,0,0,42,42,42,42,84,63,63,42,63,63,63,106,42,0,0,42,0,106
642,"(623, 622)",2,10.60486606679199,63,63,63,0,127,127,63,63,63,63,0,0,63,63,63,63,127,63,127,63,63,63,63,191,63,0,0,63,0,127
643,"(622, 621)",2,11.67585999825925,84,63,63,0,63,63,63,84,63,106,0,0,63,84,84,63,127,106,42,63,63,84,63,42,84,0,0,84,0,42
644,"(621, 147)",2,11.337913917003497,127,127,63,0,127,127,127,127,0,127,0,0,63,127,127,0,127,127,63,63,127,191,127,63,127,0,0,127,0,63
645,"(147, 146)",2,4.550049195183737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,"(784, 785)",2,9.28690843310668,31,31,31,31,31,84,63,95,31,42,0,0,31,31,63,31,63,31,31,31,42,63,0,31,31,31,0,31,0,31
647,"(785, 786)",2,10.01811738515642,63,63,63,63,63,127,127,191,63,63,0,0,63,63,127,63,127,63,63,63,63,63,31,63,63,63,0,63,0,63
648,"(786, 787)",2,9.945802800041236,42,42,42,42,42,84,42,84,42,42,0,0,42,42,84,42,84,42,42,42,42,42,42,42,42,42,0,42,0,84
649,"(787, 788)",2,9.370020827224991,63,63,63,63,63,127,63,127,63,63,0,0,63,63,127,63,127,63,63,63,63,63,63,63,63,63,0,63,0,127
650,"(788, 789)",2,9.945802800041234,31,31,31,31,0,31,0,31,0,0,31,0,0,31,31,0,0,31,31,0,0,31,0,31,31,31,0,0,0,31
651,"(789, 150)",2,10.087657953967534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,"(150, 790)",2,9.296883601083989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,"(790, 152)",2,8.12558730497382,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,"(152, 909)",2,14.158719112461489,31,31,31,0,31,31,31,31,31,31,0,0,31,31,0,31,31,31,31,31,0,0,0,31,63,31,31,31,0,31
655,"(909, 910)",2,12.306863163626046,31,31,31,63,31,31,31,31,31,31,0,0,31,31,63,31,31,31,31,31,63,95,63,31,95,31,31,31,0,31
656,"(910, 184)",2,14.222604575098234,0,31,31,63,31,0,63,63,31,63,0,0,31,63,31,0,0,0,0,31,0,95,31,0,0,0,0,63,0,0
657,"(184, 185)",2,4.287537780896334,95,95,95,0,63,95,159,127,63,95,0,0,95,31,95,63,95,95,63,95,95,127,127,95,95,0,0,159,0,63
658,"(185, 889)",2,12.100084355095282,127,95,95,31,63,127,127,95,31,63,31,0,95,63,95,95,127,127,95,95,127,159,127,127,127,0,31,127,0,95
659,"(889, 897)",2,13.19359544473117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,"(897, 896)",2,14.24068244236863,95,63,31,63,0,0,31,63,0,0,31,0,0,31,0,0,63,31,31,0,63,31,63,31,63,0,0,0,0,63
661,"(892, 891)",2,9.81343577365978,42,31,42,42,42,42,42,42,84,42,0,0,42,42,31,42,42,42,42,42,42,42,42,42,42,0,0,31,0,42
662,"(891, 890)",2,10.538251739639419,127,31,63,63,63,63,63,127,127,63,0,0,63,95,31,63,63,63,63,63,95,127,63,63,63,0,0,31,0,127
663,"(890, 186)",2,11.760466386441346,31,63,42,31,63,106,127,127,84,42,0,0,42,63,63,42,95,84,106,42,127,127,84,63,84,0,0,106,0,127
664,"(186, 187)",2,4.665137107298937,95,127,95,0,63,159,191,191,127,95,0,0,95,31,127,63,31,127,148,63,63,63,191,63,127,0,0,191,0,63
665,"(187, 911)",2,13.839947585622836,105,84,84,42,84,84,105,127,127,84,0,0,84,63,84,42,63,63,105,63,84,84,169,127,105,0,0,105,0,84
666,"(911, 912)",2,12.389385761190642,63,63,63,63,63,63,63,63,191,63,0,0,63,63,63,63,63,63,63,63,63,63,191,191,127,0,0,63,0,63
667,"(912, 153)",2,15.06229940165584,42,84,63,31,42,84,84,84,42,42,0,0,63,63,63,42,63,42,42,42,63,63,63,63,84,0,0,63,0,63
668,"(153, 791)",2,8.688547474717907,63,191,127,0,63,191,191,191,63,63,0,0,127,127,127,63,127,63,63,63,127,127,127,127,191,0,0,127,0,127
669,"(791, 151)",2,8.662059957935016,31,31,31,31,31,63,63,31,31,63,0,0,31,31,63,0,63,31,31,31,31,63,31,63,31,0,0,63,63,95
670,"(151, 776)",2,11.300826727262088,63,63,63,63,63,127,127,63,63,127,0,0,63,63,95,31,95,63,63,63,63,95,63,95,63,0,0,95,0,127
671,"(776, 777)",2,10.753059227605704,31,31,31,31,31,95,0,31,31,63,0,0,31,31,63,31,31,31,31,31,31,31,31,31,31,0,0,31,0,31
672,"(777, 778)",2,9.435417002103158,84,42,42,42,42,170,127,42,42,42,0,0,42,42,84,42,42,42,42,42,42,42,42,42,42,0,0,42,42,42
673,"(778, 779)",2,9.87837285103693,127,95,63,63,63,223,191,63,63,63,0,0,63,95,159,95,95,95,63,63,63,95,63,95,63,0,0,63,63,95
674,"(779, 780)",2,10.018117385156396,63,63,42,42,42,95,95,42,42,42,0,0,42,63,95,63,63,63,42,42,42,63,42,63,31,0,0,42,42,63
675,"(780, 781)",2,9.505989541167501,0,0,63,63,63,0,0,63,63,63,0,0,63,0,0,0,0,0,63,63,63,0,63,0,0,0,0,63,63,0
